algorithm,runtime,graph_nodes,edge_probability,Budget
spreading_minbudget,5.363142900008825,200,0.8,"(21, [(3, 1), (21, 1), (33, 1), (44, 1), (45, 1), (68, 1), (69, 1), (70, 1), (74, 1), (138, 1), (149, 1), (150, 1), (155, 1), (171, 1), (176, 1), (179, 1), (195, 1), (198, 1), (37, 1), (162, 1), (190, 1)])"
heuristic_minbudget,13.136786300005042,200,0.8,"(21, [(195, 1), (171, 1), (150, 1), (155, 1), (44, 1), (3, 1), (45, 1), (74, 1), (69, 1), (190, 1), (68, 1), (179, 1), (149, 1), (37, 1), (162, 1), (21, 1), (138, 1), (70, 1), (198, 1), (176, 1), (33, 1)])"
spreading_minbudget,13.20309090000228,200,0.8,"(63, [(17, 1), (6, 1), (13, 1), (16, 1), (21, 1), (22, 1), (23, 1), (25, 1), (26, 1), (28, 1), (33, 1), (35, 1), (36, 1), (38, 1), (39, 1), (43, 1), (53, 1), (58, 1), (60, 1), (61, 1), (65, 1), (68, 1), (70, 1), (71, 1), (73, 1), (77, 1), (78, 1), (88, 1), (90, 1), (99, 1), (108, 1), (109, 1), (113, 1), (124, 1), (129, 1), (131, 1), (134, 1), (136, 1), (140, 1), (142, 1), (148, 1), (150, 1), (155, 1), (163, 1), (175, 1), (176, 1), (178, 1), (179, 1), (184, 1), (192, 1), (195, 1), (196, 1), (198, 1), (199, 1), (5, 1), (8, 1), (15, 1), (29, 1), (63, 1), (95, 1), (123, 1), (133, 1), (146, 1)])"
heuristic_minbudget,18.206225700007053,200,0.8,"(63, [(53, 1), (26, 1), (88, 1), (5, 1), (23, 1), (38, 1), (150, 1), (155, 1), (178, 1), (39, 1), (108, 1), (134, 1), (13, 1), (36, 1), (163, 1), (17, 1), (109, 1), (175, 1), (195, 1), (63, 1), (113, 1), (8, 1), (77, 1), (71, 1), (124, 1), (136, 1), (140, 1), (21, 1), (148, 1), (22, 1), (43, 1), (60, 1), (123, 1), (142, 1), (65, 1), (6, 1), (35, 1), (196, 1), (68, 1), (95, 1), (176, 1), (179, 1), (28, 1), (146, 1), (29, 1), (58, 1), (70, 1), (61, 1), (25, 1), (73, 1), (78, 1), (199, 1), (133, 1), (33, 1), (99, 1), (131, 1), (90, 1), (184, 1), (198, 1), (15, 1), (129, 1), (16, 1), (192, 1)])"
spreading_minbudget,1.1575602000084473,200,0.8,"(5, [(80, 1), (28, 1), (86, 1), (134, 1), (195, 1)])"
heuristic_minbudget,9.099992300005397,200,0.8,"(5, [(80, 1), (134, 1), (28, 1), (195, 1), (86, 1)])"
spreading_minbudget,8.297417900001165,200,0.8,"(33, [(26, 1), (19, 1), (25, 1), (30, 1), (31, 1), (35, 1), (42, 1), (61, 1), (72, 1), (76, 1), (78, 1), (93, 1), (94, 1), (98, 1), (125, 1), (128, 1), (132, 1), (134, 1), (135, 1), (138, 1), (140, 1), (155, 1), (163, 1), (172, 1), (178, 1), (195, 1), (196, 1), (81, 1), (133, 1), (146, 1), (27, 1), (51, 1), (59, 1)])"
heuristic_minbudget,13.201126400002977,200,0.8,"(33, [(26, 1), (19, 1), (94, 1), (59, 1), (155, 1), (178, 1), (128, 1), (81, 1), (134, 1), (163, 1), (27, 1), (195, 1), (72, 1), (98, 1), (31, 1), (42, 1), (132, 1), (30, 1), (76, 1), (196, 1), (140, 1), (125, 1), (25, 1), (51, 1), (93, 1), (135, 1), (61, 1), (138, 1), (146, 1), (35, 1), (133, 1), (78, 1), (172, 1)])"
spreading_minbudget,12.984143499998027,200,0.8,"(63, [(89, 1), (3, 1), (13, 1), (14, 1), (16, 1), (17, 1), (23, 1), (32, 1), (33, 1), (38, 1), (40, 1), (41, 1), (42, 1), (45, 1), (47, 1), (56, 1), (58, 1), (64, 1), (65, 1), (67, 1), (68, 1), (75, 1), (76, 1), (80, 1), (86, 1), (90, 1), (92, 1), (93, 1), (98, 1), (99, 1), (100, 1), (106, 1), (112, 1), (117, 1), (121, 1), (131, 1), (132, 1), (134, 1), (136, 1), (142, 1), (150, 1), (151, 1), (158, 1), (164, 1), (171, 1), (174, 1), (175, 1), (183, 1), (187, 1), (188, 1), (196, 1), (197, 1), (198, 1), (199, 1), (5, 1), (8, 1), (52, 1), (95, 1), (96, 1), (102, 1), (116, 1), (123, 1), (87, 1)])"
heuristic_minbudget,17.87442839999858,200,0.8,"(63, [(175, 1), (5, 1), (171, 1), (89, 1), (23, 1), (102, 1), (40, 1), (38, 1), (150, 1), (47, 1), (151, 1), (197, 1), (13, 1), (52, 1), (17, 1), (41, 1), (75, 1), (96, 1), (76, 1), (65, 1), (56, 1), (80, 1), (116, 1), (132, 1), (134, 1), (8, 1), (98, 1), (67, 1), (136, 1), (42, 1), (58, 1), (174, 1), (86, 1), (32, 1), (121, 1), (164, 1), (3, 1), (196, 1), (95, 1), (112, 1), (68, 1), (64, 1), (131, 1), (100, 1), (123, 1), (142, 1), (187, 1), (117, 1), (188, 1), (14, 1), (45, 1), (199, 1), (198, 1), (16, 1), (106, 1), (33, 1), (87, 1), (158, 1), (92, 1), (99, 1), (90, 1), (93, 1), (183, 1)])"
spreading_minbudget,5.6764264999947045,200,0.8,"(27, [(66, 1), (6, 1), (16, 1), (25, 1), (31, 1), (38, 1), (41, 1), (57, 1), (65, 1), (76, 1), (89, 1), (92, 1), (106, 1), (126, 1), (140, 1), (158, 1), (160, 1), (167, 1), (174, 1), (182, 1), (185, 1), (192, 1), (196, 1), (52, 1), (95, 1), (102, 1), (181, 1)])"
heuristic_minbudget,13.88039399999252,200,0.8,"(27, [(76, 1), (185, 1), (66, 1), (89, 1), (102, 1), (38, 1), (174, 1), (65, 1), (6, 1), (52, 1), (182, 1), (167, 1), (41, 1), (196, 1), (25, 1), (126, 1), (140, 1), (95, 1), (31, 1), (181, 1), (16, 1), (92, 1), (158, 1), (57, 1), (160, 1), (106, 1), (192, 1)])"
spreading_minbudget,4.208028399996692,200,0.8,"(16, [(31, 1), (13, 1), (38, 1), (58, 1), (75, 1), (76, 1), (78, 1), (88, 1), (98, 1), (101, 1), (153, 1), (164, 1), (167, 1), (197, 1), (63, 1), (159, 1)])"
