algorithm,runtime,graph_nodes,Budget,Budget_numeric
non_spreading_minbudget,0.0109983999864198,99.0,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (18, 1), (21, 1), (25, 1)])",14.0
heuristic_minbudget,0.2497342000133358,99.0,"(4, [(1, 1), (7, 1), (4, 1), (9, 1), (17, 2), (15, 2), (26, 2), (22, 2), (38, 3), (36, 3), (41, 3), (33, 3), (43, 4), (49, 4), (53, 4), (54, 4), (61, 5), (57, 5), (62, 5), (64, 5), (78, 6), (76, 6), (79, 6), (82, 6)])",4.0
non_spreading_dirlaynet_minbudget,0.1614976999699138,99.0,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (13, 1), (14, 1), (25, 1)])",14.0
non_spreading_minbudget,0.0132986000389792,99.0,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (13, 1), (14, 1), (25, 1)])",14.0
heuristic_minbudget,0.4082075000042096,99.0,"(6, [(11, 1), (8, 1), (9, 1), (10, 1), (13, 1), (1, 1), (15, 2), (23, 2), (27, 2), (20, 2), (24, 2), (19, 2), (38, 3), (36, 3), (32, 3), (40, 3), (37, 3), (31, 3), (49, 4), (46, 4), (44, 4), (51, 4), (56, 4), (50, 4), (67, 5), (65, 5), (64, 5), (60, 5), (61, 5), (68, 5), (76, 6), (82, 6), (74, 6), (81, 6), (78, 6), (79, 6)])",6.0
non_spreading_dirlaynet_minbudget,0.1572888000519015,99.0,"(2, [(52, 1), (77, 1), (93, 1), (69, 2), (59, 3), (64, 4)])",2.0
non_spreading_minbudget,0.0133906000410206,99.0,"(6, [(64, 1), (69, 1), (77, 1), (52, 1), (59, 1), (93, 1)])",6.0
heuristic_minbudget,0.267503899987787,99.0,"(3, [(9, 1), (10, 1), (13, 1), (26, 2), (17, 2), (15, 2), (37, 3), (38, 3), (31, 3), (52, 4), (43, 4), (46, 4), (59, 5), (64, 5), (69, 5), (77, 6), (78, 6), (76, 6)])",3.0
non_spreading_dirlaynet_minbudget,0.1593154000001959,99.0,"(2, [(39, 1), (61, 1), (89, 1), (97, 1), (49, 2), (53, 2), (58, 5)])",2.0
non_spreading_minbudget,0.0116853000363335,99.0,"(7, [(97, 1), (39, 1), (49, 1), (53, 1), (89, 1), (58, 1), (61, 1)])",7.0
heuristic_minbudget,0.250559100008104,99.0,"(2, [(9, 1), (10, 1), (26, 2), (17, 2), (39, 3), (38, 3), (53, 4), (49, 4), (61, 5), (58, 5), (78, 6), (76, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.1418826999724842,101.0,"(4, [(13, 1), (18, 1), (19, 1), (23, 1), (14, 2), (17, 2), (20, 2), (22, 2), (28, 3)])",4.0
non_spreading_minbudget,0.0129904999630525,101.0,"(9, [(13, 1), (14, 1), (17, 1), (18, 1), (19, 1), (20, 1), (22, 1), (23, 1), (28, 1)])",9.0
heuristic_minbudget,0.1349725000327453,101.0,"(3, [(1, 1), (2, 1), (5, 1), (17, 2), (13, 2), (19, 2), (30, 3), (27, 3), (28, 3), (40, 4), (38, 4), (32, 4), (50, 5), (45, 5), (43, 5), (52, 6), (57, 6), (59, 6)])",3.0
non_spreading_dirlaynet_minbudget,0.1410286000464111,101.0,"(2, [(25, 1), (51, 1), (62, 1), (38, 2), (34, 3), (92, 5), (93, 6)])",2.0
non_spreading_minbudget,0.0106973000220023,101.0,"(7, [(34, 1), (38, 1), (51, 1), (25, 1), (92, 1), (93, 1), (62, 1)])",7.0
heuristic_minbudget,0.2138997000292875,101.0,"(2, [(1, 1), (2, 1), (13, 2), (19, 2), (25, 3), (28, 3), (34, 4), (38, 4), (45, 5), (50, 5), (51, 6), (58, 6), (62, 7), (67, 7), (77, 8), (80, 8), (83, 9), (85, 9)])",2.0
non_spreading_dirlaynet_minbudget,0.1423497999785468,101.0,"(2, [(10, 1), (33, 1), (80, 1), (53, 2), (54, 3)])",2.0
non_spreading_minbudget,0.00965239998186,101.0,"(5, [(33, 1), (10, 1), (80, 1), (53, 1), (54, 1)])",5.0
heuristic_minbudget,0.1841516999993473,101.0,"(2, [(10, 1), (1, 1), (13, 2), (19, 2), (28, 3), (22, 3), (33, 4), (32, 4), (50, 5), (45, 5), (53, 6), (54, 6), (63, 7), (67, 7)])",2.0
non_spreading_dirlaynet_minbudget,0.1446301999967545,101.0,"(1, [(46, 1)])",1.0
non_spreading_minbudget,0.0096822000341489,101.0,"(1, [(46, 1)])",1.0
heuristic_minbudget,0.1247251000022515,101.0,"(1, [(1, 1), (13, 2), (21, 3), (32, 4)])",1.0
non_spreading_dirlaynet_minbudget,0.2315366999828256,101.0,"(9, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (22, 1), (14, 2)])",9.0
non_spreading_minbudget,0.0100222000037319,101.0,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (14, 1), (22, 1)])",10.0
heuristic_minbudget,0.2250164999859407,101.0,"(5, [(9, 1), (1, 1), (2, 1), (5, 1), (8, 1), (11, 2), (12, 2), (13, 2), (19, 2), (18, 2), (28, 3), (22, 3), (25, 3), (30, 3), (27, 3), (32, 4), (31, 4), (35, 4), (36, 4), (39, 4), (45, 5), (50, 5), (46, 5), (47, 5), (48, 5), (58, 6), (59, 6), (54, 6)])",5.0
non_spreading_dirlaynet_minbudget,0.1507214999874122,101.0,"(5, [(6, 1), (13, 1), (18, 1), (19, 1), (23, 1), (14, 2), (17, 2), (20, 2), (22, 2), (28, 3)])",5.0
non_spreading_minbudget,0.0124531000037677,101.0,"(10, [(6, 1), (13, 1), (14, 1), (17, 1), (18, 1), (19, 1), (20, 1), (22, 1), (23, 1), (28, 1)])",10.0
heuristic_minbudget,0.1859820999670773,101.0,"(3, [(6, 1), (1, 1), (2, 1), (14, 2), (13, 2), (19, 2), (28, 3), (22, 3), (25, 3), (33, 4), (34, 4), (32, 4), (45, 5), (50, 5), (43, 5), (59, 6), (51, 6), (58, 6), (67, 7), (69, 7), (65, 7), (73, 8), (80, 8), (76, 8), (85, 9), (89, 9), (84, 9)])",3.0
non_spreading_dirlaynet_minbudget,0.1514144000248052,101.0,"(9, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (22, 1), (14, 2)])",9.0
non_spreading_minbudget,0.0113840000121854,101.0,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (14, 1), (22, 1)])",10.0
heuristic_minbudget,0.1975962999858893,101.0,"(3, [(5, 1), (3, 1), (1, 1), (13, 2), (15, 2), (19, 2), (29, 3), (28, 3), (22, 3), (39, 4), (31, 4), (38, 4), (45, 5), (50, 5), (43, 5), (51, 6), (58, 6), (52, 6), (65, 7), (62, 7), (67, 7), (77, 8), (74, 8), (80, 8), (83, 9), (85, 9), (88, 9)])",3.0
non_spreading_dirlaynet_minbudget,0.1493200999684631,101.0,"(2, [(6, 1), (57, 1), (16, 2), (40, 3), (32, 4)])",2.0
non_spreading_minbudget,0.0092651000013574,101.0,"(5, [(32, 1), (6, 1), (40, 1), (16, 1), (57, 1)])",5.0
heuristic_minbudget,0.1519556000130251,101.0,"(2, [(6, 1), (1, 1), (16, 2), (13, 2), (21, 3), (28, 3), (32, 4), (40, 4), (45, 5), (50, 5)])",2.0
non_spreading_dirlaynet_minbudget,0.1518729999661445,101.0,"(4, [(1, 1), (5, 1), (64, 1), (72, 1), (13, 2), (30, 3), (53, 5), (60, 6)])",4.0
non_spreading_minbudget,0.0111699000117369,101.0,"(8, [(64, 1), (1, 1), (5, 1), (72, 1), (13, 1), (53, 1), (60, 1), (30, 1)])",8.0
heuristic_minbudget,0.1560400999733247,101.0,"(2, [(1, 1), (5, 1), (13, 2), (19, 2), (30, 3), (28, 3), (32, 4), (36, 4), (50, 5), (45, 5), (53, 6), (60, 6), (64, 7), (63, 7)])",2.0
non_spreading_dirlaynet_minbudget,0.1605513000395149,101.0,"(9, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (22, 1), (14, 2)])",9.0
non_spreading_minbudget,0.0098230000003241,101.0,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (8, 1), (9, 1), (10, 1), (14, 1), (22, 1)])",10.0
heuristic_minbudget,0.1706564999767579,101.0,"(4, [(5, 1), (3, 1), (1, 1), (2, 1), (14, 2), (19, 2), (13, 2), (18, 2), (22, 3), (28, 3), (25, 3), (26, 3), (32, 4), (36, 4), (39, 4), (31, 4), (45, 5), (46, 5), (49, 5), (41, 5)])",4.0
non_spreading_dirlaynet_minbudget,0.1315819000010378,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0081292999675497,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.0509629000443965,91.0,"(3, [(6, 1), (1, 1), (2, 1), (12, 2), (7, 2), (11, 2)])",3.0
non_spreading_dirlaynet_minbudget,0.1465251999907195,91.0,"(6, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (16, 1)])",6.0
non_spreading_minbudget,0.0091075000236742,91.0,"(6, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (16, 1)])",6.0
heuristic_minbudget,0.0678831000113859,91.0,"(2, [(1, 1), (5, 1), (8, 2), (12, 2), (14, 3), (17, 3), (21, 4), (20, 4), (26, 5), (25, 5), (32, 6), (33, 6), (39, 7), (40, 7)])",2.0
non_spreading_dirlaynet_minbudget,0.1420197000261396,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0081934999907389,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.047547599999234,91.0,"(2, [(1, 1), (6, 1), (8, 2), (12, 2), (14, 3), (17, 3), (20, 4), (22, 4), (25, 5), (27, 5), (32, 6), (34, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.1409192999708466,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0084154999931342,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.0562222999869845,91.0,"(2, [(1, 1), (2, 1), (7, 2), (12, 2), (14, 3), (16, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.1356496000080369,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0096592999761924,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.0829431000165641,91.0,"(2, [(1, 1), (2, 1), (12, 2), (7, 2), (14, 3), (16, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.1428295000223443,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0108300999854691,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.055549599986989,91.0,"(3, [(3, 1), (1, 1), (2, 1), (9, 2), (11, 2), (10, 2)])",3.0
non_spreading_dirlaynet_minbudget,0.1445947000174783,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0099028999684378,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.0761469000135548,91.0,"(2, [(1, 1), (2, 1), (12, 2), (7, 2), (16, 3), (14, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.1435404999647289,91.0,"(1, [(41, 1), (46, 1), (66, 1), (20, 2), (27, 5)])",1.0
non_spreading_minbudget,0.0094775999896228,91.0,"(5, [(66, 1), (41, 1), (46, 1), (20, 1), (27, 1)])",5.0
heuristic_minbudget,0.0655460999696515,91.0,"(1, [(1, 1), (8, 2), (14, 3), (20, 4), (27, 5), (32, 6), (41, 7), (46, 8), (51, 9), (59, 10)])",1.0
non_spreading_dirlaynet_minbudget,0.1329657000023871,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
non_spreading_minbudget,0.0096291999798268,91.0,"(5, [(1, 1), (2, 1), (3, 1), (6, 1), (16, 1)])",5.0
heuristic_minbudget,0.0748385000042617,91.0,"(2, [(1, 1), (2, 1), (12, 2), (7, 2), (14, 3), (16, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.1344378999783657,91.0,"(2, [(6, 1), (45, 1), (49, 1), (89, 1), (23, 2)])",2.0
non_spreading_minbudget,0.0078009999706409,91.0,"(5, [(6, 1), (45, 1), (49, 1), (23, 1), (89, 1)])",5.0
heuristic_minbudget,0.078638500010129,91.0,"(1, [(6, 1), (8, 2), (14, 3), (23, 4), (26, 5), (32, 6), (40, 7), (45, 8), (49, 9), (59, 10), (65, 11), (67, 12), (74, 13), (80, 14)])",1.0
non_spreading_dirlaynet_minbudget,1.137678799976129,201.0,"(12, [(5, 1), (6, 1), (11, 1), (19, 1), (34, 1), (50, 1), (65, 1), (141, 1), (144, 1), (158, 1), (166, 1), (183, 1), (108, 2), (111, 2), (121, 2), (137, 2), (153, 2)])",12.0
non_spreading_minbudget,0.0785125999827869,201.0,"(17, [(65, 1), (5, 1), (6, 1), (137, 1), (11, 1), (141, 1), (144, 1), (19, 1), (153, 1), (158, 1), (34, 1), (166, 1), (108, 1), (111, 1), (50, 1), (183, 1), (121, 1)])",17.0
heuristic_minbudget,2.9565227999701165,201.0,"(7, [(65, 1), (34, 1), (6, 1), (5, 1), (50, 1), (11, 1), (19, 1)])",7.0
non_spreading_dirlaynet_minbudget,1.1334960999665782,201.0,"(14, [(19, 1), (27, 1), (41, 1), (54, 1), (55, 1), (58, 1), (64, 1), (78, 1), (84, 1), (88, 1), (115, 1), (138, 1), (167, 1), (179, 1), (151, 2), (159, 2), (182, 2), (183, 2)])",14.0
non_spreading_minbudget,0.0811745999963022,201.0,"(18, [(64, 1), (138, 1), (78, 1), (19, 1), (84, 1), (55, 1), (151, 1), (88, 1), (27, 1), (159, 1), (167, 1), (41, 1), (179, 1), (115, 1), (182, 1), (183, 1), (54, 1), (58, 1)])",18.0
heuristic_minbudget,2.70843669999158,201.0,"(10, [(41, 1), (27, 1), (88, 1), (54, 1), (78, 1), (64, 1), (55, 1), (84, 1), (19, 1), (58, 1)])",10.0
non_spreading_dirlaynet_minbudget,0.9221382000250742,201.0,"(4, [(20, 1), (24, 1), (61, 1), (146, 1), (187, 2)])",4.0
non_spreading_minbudget,0.1339319999678991,201.0,"(5, [(146, 1), (20, 1), (24, 1), (187, 1), (61, 1)])",5.0
heuristic_minbudget,2.623671400011517,201.0,"(3, [(24, 1), (20, 1), (61, 1)])",3.0
non_spreading_dirlaynet_minbudget,0.9843873999780044,201.0,"(35, [(4, 1), (5, 1), (22, 1), (27, 1), (29, 1), (30, 1), (38, 1), (39, 1), (43, 1), (45, 1), (47, 1), (52, 1), (54, 1), (57, 1), (60, 1), (71, 1), (83, 1), (86, 1), (92, 1), (96, 1), (97, 1), (99, 1), (105, 1), (106, 1), (115, 1), (120, 1), (130, 1), (141, 1), (154, 1), (163, 1), (171, 1), (175, 1), (180, 1), (181, 1), (185, 1), (111, 2), (112, 2), (113, 2), (121, 2), (133, 2), (142, 2), (145, 2), (147, 2), (164, 2), (166, 2), (169, 2), (176, 2), (182, 2), (195, 2)])",35.0
non_spreading_minbudget,0.1512737000011839,201.0,"(49, [(130, 1), (4, 1), (5, 1), (133, 1), (141, 1), (142, 1), (145, 1), (147, 1), (22, 1), (154, 1), (27, 1), (29, 1), (30, 1), (163, 1), (164, 1), (38, 1), (39, 1), (166, 1), (169, 1), (171, 1), (43, 1), (45, 1), (175, 1), (176, 1), (47, 1), (52, 1), (180, 1), (54, 1), (182, 1), (181, 1), (57, 1), (185, 1), (60, 1), (195, 1), (71, 1), (83, 1), (86, 1), (92, 1), (96, 1), (97, 1), (99, 1), (105, 1), (106, 1), (111, 1), (112, 1), (113, 1), (115, 1), (120, 1), (121, 1)])",49.0
heuristic_minbudget,3.3840438000042923,201.0,"(22, [(39, 1), (57, 1), (27, 1), (29, 1), (54, 1), (38, 1), (96, 1), (4, 1), (5, 1), (86, 1), (92, 1), (97, 1), (47, 1), (60, 1), (99, 1), (45, 1), (52, 1), (22, 1), (71, 1), (83, 1), (30, 1), (43, 1)])",22.0
non_spreading_dirlaynet_minbudget,0.9733149000094272,201.0,"(11, [(1, 1), (12, 1), (22, 1), (24, 1), (45, 1), (49, 1), (68, 1), (81, 1), (123, 1), (131, 1), (189, 1), (136, 2), (169, 2), (188, 2)])",11.0
non_spreading_minbudget,0.0675109999720007,201.0,"(14, [(1, 1), (131, 1), (68, 1), (136, 1), (169, 1), (12, 1), (45, 1), (81, 1), (49, 1), (22, 1), (189, 1), (24, 1), (123, 1), (188, 1)])",14.0
heuristic_minbudget,2.9325294999871403,201.0,"(8, [(24, 1), (1, 1), (12, 1), (68, 1), (81, 1), (45, 1), (49, 1), (22, 1)])",8.0
non_spreading_dirlaynet_minbudget,1.032299599959515,201.0,"(17, [(1, 1), (15, 1), (21, 1), (35, 1), (41, 1), (53, 1), (56, 1), (80, 1), (81, 1), (84, 1), (89, 1), (95, 1), (99, 1), (158, 1), (162, 1), (165, 1), (199, 1), (121, 2), (137, 2), (166, 2), (191, 2)])",17.0
non_spreading_minbudget,0.0939653999521397,201.0,"(21, [(1, 1), (199, 1), (137, 1), (15, 1), (80, 1), (81, 1), (84, 1), (21, 1), (89, 1), (158, 1), (95, 1), (162, 1), (35, 1), (99, 1), (165, 1), (166, 1), (41, 1), (53, 1), (56, 1), (121, 1), (191, 1)])",21.0
heuristic_minbudget,2.8249710999662057,201.0,"(13, [(41, 1), (35, 1), (1, 1), (80, 1), (15, 1), (56, 1), (53, 1), (81, 1), (21, 1), (99, 1), (89, 1), (84, 1), (95, 1)])",13.0
non_spreading_dirlaynet_minbudget,1.0329400000046007,201.0,"(31, [(4, 1), (7, 1), (18, 1), (20, 1), (22, 1), (23, 1), (27, 1), (31, 1), (36, 1), (42, 1), (49, 1), (56, 1), (63, 1), (71, 1), (73, 1), (77, 1), (88, 1), (90, 1), (97, 1), (98, 1), (109, 1), (116, 1), (129, 1), (137, 1), (154, 1), (157, 1), (162, 1), (165, 1), (181, 1), (196, 1), (197, 1), (103, 2), (111, 2), (112, 2), (133, 2), (142, 2), (145, 2), (150, 2), (163, 2), (172, 2), (185, 2)])",31.0
non_spreading_minbudget,0.0822942999657243,201.0,"(41, [(129, 1), (4, 1), (133, 1), (7, 1), (137, 1), (142, 1), (145, 1), (18, 1), (20, 1), (22, 1), (150, 1), (23, 1), (154, 1), (27, 1), (157, 1), (31, 1), (162, 1), (163, 1), (36, 1), (165, 1), (42, 1), (172, 1), (49, 1), (181, 1), (56, 1), (185, 1), (63, 1), (196, 1), (197, 1), (71, 1), (73, 1), (77, 1), (88, 1), (90, 1), (97, 1), (98, 1), (103, 1), (109, 1), (111, 1), (112, 1), (116, 1)])",41.0
heuristic_minbudget,3.835491600038949,201.0,"(20, [(42, 1), (20, 1), (27, 1), (23, 1), (7, 1), (88, 1), (56, 1), (63, 1), (4, 1), (77, 1), (90, 1), (97, 1), (36, 1), (73, 1), (49, 1), (18, 1), (22, 1), (71, 1), (98, 1), (31, 1)])",20.0
non_spreading_dirlaynet_minbudget,1.1183870999957437,201.0,"(13, [(3, 1), (24, 1), (25, 1), (44, 1), (64, 1), (75, 1), (76, 1), (93, 1), (103, 1), (105, 1), (119, 1), (131, 1), (195, 1), (101, 2), (137, 2), (186, 2), (190, 2), (196, 2), (197, 2)])",13.0
non_spreading_minbudget,0.0946974999969825,201.0,"(19, [(64, 1), (3, 1), (131, 1), (195, 1), (196, 1), (197, 1), (137, 1), (75, 1), (76, 1), (24, 1), (25, 1), (93, 1), (101, 1), (103, 1), (105, 1), (44, 1), (119, 1), (186, 1), (190, 1)])",19.0
heuristic_minbudget,3.0939646999468096,201.0,"(8, [(25, 1), (24, 1), (76, 1), (75, 1), (64, 1), (93, 1), (44, 1), (3, 1)])",8.0
non_spreading_dirlaynet_minbudget,1.0886707000317983,201.0,"(30, [(1, 1), (14, 1), (21, 1), (22, 1), (24, 1), (28, 1), (29, 1), (31, 1), (35, 1), (48, 1), (55, 1), (59, 1), (70, 1), (76, 1), (78, 1), (83, 1), (89, 1), (96, 1), (131, 1), (132, 1), (141, 1), (152, 1), (158, 1), (160, 1), (165, 1), (167, 1), (177, 1), (189, 1), (192, 1), (197, 1), (103, 2), (104, 2), (125, 2), (136, 2), (156, 2), (170, 2), (172, 2), (176, 2), (183, 2), (194, 2), (195, 2), (198, 2)])",30.0
non_spreading_minbudget,0.0833929000073112,201.0,"(42, [(1, 1), (131, 1), (132, 1), (136, 1), (141, 1), (14, 1), (21, 1), (22, 1), (24, 1), (152, 1), (28, 1), (29, 1), (158, 1), (31, 1), (160, 1), (156, 1), (35, 1), (165, 1), (167, 1), (170, 1), (172, 1), (176, 1), (48, 1), (177, 1), (55, 1), (183, 1), (59, 1), (189, 1), (192, 1), (194, 1), (195, 1), (197, 1), (70, 1), (198, 1), (76, 1), (78, 1), (83, 1), (89, 1), (96, 1), (103, 1), (104, 1), (125, 1)])",42.0
heuristic_minbudget,3.5848373000044376,201.0,"(18, [(35, 1), (24, 1), (1, 1), (29, 1), (76, 1), (96, 1), (28, 1), (78, 1), (21, 1), (48, 1), (55, 1), (59, 1), (14, 1), (89, 1), (70, 1), (22, 1), (83, 1), (31, 1)])",18.0
non_spreading_dirlaynet_minbudget,1.0485791999963112,201.0,"(21, [(2, 1), (8, 1), (24, 1), (28, 1), (31, 1), (32, 1), (33, 1), (44, 1), (48, 1), (65, 1), (69, 1), (81, 1), (84, 1), (86, 1), (89, 1), (92, 1), (105, 1), (111, 1), (112, 1), (114, 1), (124, 1), (118, 2), (126, 2), (148, 2), (160, 2), (170, 2)])",21.0
non_spreading_minbudget,0.0788701000274159,201.0,"(26, [(65, 1), (2, 1), (69, 1), (8, 1), (81, 1), (148, 1), (84, 1), (86, 1), (24, 1), (89, 1), (28, 1), (92, 1), (31, 1), (160, 1), (32, 1), (33, 1), (105, 1), (170, 1), (44, 1), (111, 1), (48, 1), (112, 1), (114, 1), (118, 1), (124, 1), (126, 1)])",26.0
heuristic_minbudget,3.1447899999911897,201.0,"(16, [(8, 1), (65, 1), (2, 1), (32, 1), (24, 1), (28, 1), (81, 1), (86, 1), (92, 1), (48, 1), (89, 1), (84, 1), (33, 1), (69, 1), (44, 1), (31, 1)])",16.0
non_spreading_dirlaynet_minbudget,0.6608234000159428,201.0,"(11, [(4, 1), (14, 1), (17, 1), (23, 1), (39, 1), (41, 1), (70, 1), (87, 1), (103, 1), (130, 1), (133, 1), (64, 2), (89, 2), (111, 2), (122, 2), (151, 2), (167, 2), (88, 3), (91, 3), (126, 3), (129, 3), (172, 3), (121, 4), (154, 4), (196, 4), (178, 5)])",11.0
non_spreading_minbudget,0.0541754000005312,201.0,"(26, [(64, 1), (129, 1), (130, 1), (4, 1), (133, 1), (196, 1), (70, 1), (14, 1), (17, 1), (151, 1), (23, 1), (87, 1), (154, 1), (88, 1), (89, 1), (91, 1), (167, 1), (39, 1), (41, 1), (103, 1), (172, 1), (111, 1), (178, 1), (121, 1), (122, 1), (126, 1)])",26.0
heuristic_minbudget,1.5728135999524966,201.0,"(8, [(17, 1), (14, 1), (23, 1), (39, 1), (4, 1), (33, 1), (34, 1), (37, 1), (41, 2), (70, 2), (64, 2), (43, 2), (71, 2), (47, 2), (80, 2), (48, 2), (91, 3), (89, 3), (87, 3), (103, 3), (88, 3), (111, 3), (107, 3), (108, 3), (151, 4), (133, 4), (130, 4), (129, 4), (154, 4), (121, 4), (122, 4), (126, 4)])",8.0
non_spreading_dirlaynet_minbudget,0.5771726000239141,201.0,"(2, [(159, 1), (160, 1), (82, 2), (172, 2), (101, 3), (185, 3), (170, 4)])",2.0
non_spreading_minbudget,0.0434280000044964,201.0,"(7, [(160, 1), (101, 1), (170, 1), (172, 1), (82, 1), (185, 1), (159, 1)])",7.0
heuristic_minbudget,1.364158899988979,201.0,"(2, [(33, 1), (34, 1), (41, 2), (43, 2), (82, 3), (101, 3), (160, 4), (159, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.707500800024718,201.0,"(40, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1), (40, 1)])",40.0
non_spreading_minbudget,0.0645012999884784,201.0,"(40, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1), (29, 1), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1), (40, 1)])",40.0
heuristic_minbudget,1.1512291000108237,201.0,"(10, [(37, 1), (35, 1), (26, 1), (17, 1), (6, 1), (15, 1), (23, 1), (3, 1), (24, 1), (25, 1), (59, 2), (51, 2), (64, 2), (44, 2), (65, 2), (41, 2), (43, 2), (71, 2), (47, 2), (80, 2), (91, 3), (108, 3), (102, 3), (117, 3), (97, 3), (82, 3), (120, 3), (90, 3), (100, 3), (81, 3), (160, 4), (154, 4), (133, 4), (156, 4), (138, 4), (149, 4), (136, 4), (142, 4), (132, 4), (125, 4)])",10.0
non_spreading_dirlaynet_minbudget,0.6248846999951638,201.0,"(14, [(11, 1), (19, 1), (23, 1), (25, 1), (33, 1), (36, 1), (48, 1), (67, 1), (68, 1), (83, 1), (99, 1), (123, 1), (124, 1), (168, 1), (42, 2), (44, 2), (50, 2), (54, 2), (108, 2), (117, 2), (137, 2), (189, 2), (87, 3), (97, 3), (148, 3), (179, 3), (197, 3), (140, 4), (172, 4), (198, 4), (174, 5)])",14.0
non_spreading_minbudget,0.0589366999920457,201.0,"(31, [(137, 1), (11, 1), (140, 1), (19, 1), (148, 1), (23, 1), (25, 1), (33, 1), (36, 1), (168, 1), (42, 1), (44, 1), (172, 1), (174, 1), (48, 1), (50, 1), (179, 1), (54, 1), (189, 1), (67, 1), (68, 1), (197, 1), (198, 1), (83, 1), (87, 1), (97, 1), (99, 1), (108, 1), (117, 1), (123, 1), (124, 1)])",31.0
heuristic_minbudget,1.6412279999931343,201.0,"(7, [(33, 1), (11, 1), (36, 1), (23, 1), (19, 1), (25, 1), (34, 1), (48, 2), (67, 2), (50, 2), (68, 2), (54, 2), (42, 2), (44, 2), (108, 3), (117, 3), (99, 3), (97, 3), (83, 3), (87, 3), (91, 3), (123, 4), (140, 4), (148, 4), (124, 4), (137, 4), (136, 4), (142, 4)])",7.0
