algorithm,runtime,graph_nodes,Budget,Budget_numeric
non_spreading_dirlaynet_minbudget,0.058929499995429,50.0,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])",5.0
non_spreading_minbudget,0.0047514999751001,50.0,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])",6.0
heuristic_minbudget,0.075451000011526,50.0,"(3, [(3, 1), (5, 1), (2, 1), (13, 2), (8, 2), (14, 2), (15, 3), (19, 3), (16, 3), (22, 4), (27, 4), (28, 4)])",3.0
non_spreading_dirlaynet_minbudget,0.0575180000159889,50.0,"(1, [(24, 1)])",1.0
non_spreading_minbudget,0.004522800038103,50.0,"(1, [(24, 1)])",1.0
heuristic_minbudget,0.0450227999826893,50.0,"(1, [(3, 1), (8, 2), (19, 3)])",1.0
non_spreading_dirlaynet_minbudget,0.057870999968145,50.0,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])",5.0
non_spreading_minbudget,0.0052827000035904,50.0,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])",6.0
heuristic_minbudget,0.0693915000301785,50.0,"(3, [(3, 1), (5, 1), (2, 1), (14, 2), (8, 2), (10, 2), (18, 3), (16, 3), (20, 3), (22, 4), (26, 4), (23, 4), (31, 5), (33, 5), (30, 5)])",3.0
non_spreading_dirlaynet_minbudget,0.0580841999617405,50.0,"(4, [(7, 1), (36, 1), (45, 1), (48, 1), (14, 2)])",4.0
non_spreading_minbudget,0.0043658000067807,50.0,"(5, [(36, 1), (7, 1), (45, 1), (14, 1), (48, 1)])",5.0
heuristic_minbudget,0.0694651000085286,50.0,"(2, [(7, 1), (3, 1), (14, 2), (8, 2), (19, 3), (16, 3), (22, 4), (23, 4), (31, 5), (34, 5), (36, 6), (37, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.063896499981638,51.0,"(4, [(2, 1), (3, 1), (4, 1), (7, 1), (8, 2)])",4.0
non_spreading_minbudget,0.0041274999966844,51.0,"(5, [(2, 1), (3, 1), (4, 1), (7, 1), (8, 1)])",5.0
heuristic_minbudget,0.0659549999982118,51.0,"(2, [(2, 1), (4, 1), (10, 2), (6, 2), (11, 3), (12, 3), (16, 4), (18, 4), (21, 5), (23, 5), (27, 6), (28, 6), (34, 7), (32, 7), (39, 8), (37, 8), (41, 9), (42, 9)])",2.0
non_spreading_dirlaynet_minbudget,0.0655275000026449,51.0,"(2, [(8, 1), (20, 1), (10, 2), (11, 2), (12, 3)])",2.0
non_spreading_minbudget,0.0046627999981865,51.0,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (20, 1)])",5.0
heuristic_minbudget,0.0495406999834813,51.0,"(2, [(4, 1), (2, 1), (8, 2), (10, 2), (11, 3), (12, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.063849400030449,51.0,"(3, [(2, 1), (30, 1), (42, 1)])",3.0
non_spreading_minbudget,0.0043809000053443,51.0,"(3, [(42, 1), (2, 1), (30, 1)])",3.0
heuristic_minbudget,0.046185300045181,51.0,"(1, [(2, 1), (10, 2), (11, 3), (18, 4), (23, 5), (30, 6), (34, 7), (39, 8)])",1.0
non_spreading_dirlaynet_minbudget,0.0620611000340431,51.0,"(2, [(8, 1), (20, 1), (10, 2), (11, 2), (12, 3)])",2.0
non_spreading_minbudget,0.0037025999627076,51.0,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (20, 1)])",5.0
heuristic_minbudget,0.0472641999949701,51.0,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (11, 3), (12, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.0632110000005923,51.0,"(1, [(15, 1), (26, 1), (25, 2), (21, 3), (23, 4)])",1.0
non_spreading_minbudget,0.0051510999910533,51.0,"(5, [(15, 1), (21, 1), (23, 1), (25, 1), (26, 1)])",5.0
heuristic_minbudget,0.0463076999876648,51.0,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (11, 3), (12, 3), (20, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.0680598000180907,51.0,"(2, [(7, 1), (8, 1), (10, 2), (11, 2), (14, 3)])",2.0
non_spreading_minbudget,0.0058862999430857,51.0,"(5, [(7, 1), (8, 1), (10, 1), (11, 1), (14, 1)])",5.0
heuristic_minbudget,0.0375348999514244,51.0,"(3, [(4, 1), (2, 1), (3, 1), (8, 2), (7, 2)])",3.0
non_spreading_dirlaynet_minbudget,0.0624239000026136,51.0,"(2, [(8, 1), (11, 1), (10, 2), (12, 2), (14, 3)])",2.0
non_spreading_minbudget,0.0039771000156179,51.0,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (14, 1)])",5.0
heuristic_minbudget,0.051258300023619,51.0,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (14, 3), (11, 3), (19, 4), (20, 4), (23, 5), (21, 5)])",2.0
non_spreading_dirlaynet_minbudget,0.0606006999732926,51.0,"(2, [(3, 1), (35, 1), (9, 2), (16, 3), (20, 4)])",2.0
non_spreading_minbudget,0.0057859999942593,51.0,"(5, [(35, 1), (3, 1), (9, 1), (16, 1), (20, 1)])",5.0
heuristic_minbudget,0.0519061000086367,51.0,"(2, [(3, 1), (4, 1), (9, 2), (10, 2), (11, 3), (12, 3), (16, 4), (20, 4), (23, 5), (24, 5), (27, 6), (26, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.0603676000027917,51.0,"(1, [(23, 1)])",1.0
non_spreading_minbudget,0.0055239999783225,51.0,"(1, [(23, 1)])",1.0
heuristic_minbudget,0.0415589999756775,51.0,"(1, [(4, 1), (10, 2), (11, 3), (18, 4)])",1.0
non_spreading_dirlaynet_minbudget,0.0599746999796479,51.0,"(2, [(18, 1), (46, 1)])",2.0
non_spreading_minbudget,0.0042932999785989,51.0,"(2, [(18, 1), (46, 1)])",2.0
heuristic_minbudget,0.0471496999962255,51.0,"(1, [(4, 1), (10, 2), (15, 3), (16, 4), (23, 5), (27, 6), (34, 7), (39, 8), (41, 9)])",1.0
non_spreading_dirlaynet_minbudget,0.0743532999767921,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
non_spreading_minbudget,0.003350600018166,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
heuristic_minbudget,0.0301143999677151,46.0,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])",2.0
non_spreading_dirlaynet_minbudget,0.073987899988424,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0033821000251919,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0306809000321663,46.0,"(1, [(2, 1), (4, 2), (9, 3), (11, 4), (14, 5), (17, 6), (20, 7), (23, 8), (25, 9), (30, 10), (32, 11), (35, 12), (39, 13)])",1.0
non_spreading_dirlaynet_minbudget,0.0711938999593257,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
non_spreading_minbudget,0.0030288000125437,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
heuristic_minbudget,0.0190134000149555,46.0,"(1, [(2, 1), (6, 2), (7, 3), (11, 4), (14, 5)])",1.0
non_spreading_dirlaynet_minbudget,0.0701148000080138,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0033816999639384,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0221171000157482,46.0,"(1, [(2, 1), (6, 2), (9, 3), (11, 4), (13, 5), (17, 6)])",1.0
non_spreading_dirlaynet_minbudget,0.0705337999970652,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0031165999826043,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0182111000176519,46.0,"(1, [(2, 1), (6, 2), (7, 3), (11, 4), (14, 5)])",1.0
non_spreading_dirlaynet_minbudget,0.0699782999581657,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0033547000493854,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0175129999988712,46.0,"(1, [(2, 1), (5, 2), (7, 3), (11, 4), (14, 5)])",1.0
non_spreading_dirlaynet_minbudget,0.0701668999972753,46.0,"(1, [(16, 1)])",1.0
non_spreading_minbudget,0.0033682000357657,46.0,"(1, [(16, 1)])",1.0
heuristic_minbudget,0.0189135000109672,46.0,"(1, [(2, 1), (6, 2), (9, 3), (11, 4), (13, 5)])",1.0
non_spreading_dirlaynet_minbudget,0.0742472999845631,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0033138999715447,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0324958999990485,46.0,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])",2.0
non_spreading_dirlaynet_minbudget,0.0698600999894552,46.0,"(2, [(5, 1), (4, 2), (6, 2)])",2.0
non_spreading_minbudget,0.0032875000033527,46.0,"(3, [(4, 1), (5, 1), (6, 1)])",3.0
heuristic_minbudget,0.0310017000301741,46.0,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])",2.0
non_spreading_dirlaynet_minbudget,0.072528000047896,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
non_spreading_minbudget,0.0042149000219069,46.0,"(3, [(1, 1), (2, 1), (3, 1)])",3.0
heuristic_minbudget,0.0216392999864183,46.0,"(1, [(3, 1), (6, 2), (8, 3), (11, 4), (13, 5), (17, 6)])",1.0
non_spreading_dirlaynet_minbudget,0.3459156000171788,101.0,"(16, [(3, 1), (14, 1), (21, 1), (24, 1), (26, 1), (28, 1), (32, 1), (38, 1), (41, 1), (45, 1), (50, 1), (55, 1), (58, 1), (69, 1), (90, 1), (93, 1), (59, 2), (75, 2), (82, 2), (100, 2)])",16.0
non_spreading_minbudget,0.0314580000122077,101.0,"(20, [(3, 1), (69, 1), (75, 1), (14, 1), (82, 1), (21, 1), (24, 1), (26, 1), (90, 1), (28, 1), (93, 1), (32, 1), (100, 1), (38, 1), (41, 1), (45, 1), (50, 1), (55, 1), (58, 1), (59, 1)])",20.0
heuristic_minbudget,0.9779111000243574,101.0,"(11, [(50, 1), (32, 1), (24, 1), (28, 1), (45, 1), (3, 1), (21, 1), (38, 1), (14, 1), (41, 1), (26, 1)])",11.0
non_spreading_dirlaynet_minbudget,0.2713805999956094,101.0,"(4, [(12, 1), (13, 1), (25, 1), (64, 1)])",4.0
non_spreading_minbudget,0.0168214000295847,101.0,"(4, [(64, 1), (25, 1), (12, 1), (13, 1)])",4.0
heuristic_minbudget,0.7203806000179611,101.0,"(3, [(12, 1), (13, 1), (25, 1)])",3.0
non_spreading_dirlaynet_minbudget,0.252526200027205,101.0,"(18, [(2, 1), (3, 1), (5, 1), (14, 1), (16, 1), (26, 1), (27, 1), (30, 1), (35, 1), (40, 1), (41, 1), (43, 1), (44, 1), (45, 1), (55, 1), (69, 1), (77, 1), (89, 1), (59, 2), (61, 2), (62, 2), (68, 2)])",18.0
non_spreading_minbudget,0.0183013000059872,101.0,"(22, [(2, 1), (3, 1), (68, 1), (5, 1), (69, 1), (77, 1), (14, 1), (16, 1), (89, 1), (26, 1), (27, 1), (30, 1), (35, 1), (40, 1), (41, 1), (43, 1), (44, 1), (45, 1), (55, 1), (59, 1), (61, 1), (62, 1)])",22.0
heuristic_minbudget,1.0687077000038698,101.0,"(14, [(27, 1), (16, 1), (30, 1), (40, 1), (2, 1), (45, 1), (35, 1), (3, 1), (43, 1), (44, 1), (14, 1), (5, 1), (41, 1), (26, 1)])",14.0
non_spreading_dirlaynet_minbudget,0.2833045999868773,101.0,"(17, [(1, 1), (2, 1), (7, 1), (8, 1), (20, 1), (24, 1), (28, 1), (29, 1), (38, 1), (46, 1), (52, 1), (57, 1), (70, 1), (78, 1), (81, 1), (89, 1), (92, 1), (64, 2), (67, 2), (82, 2), (90, 2), (91, 2), (93, 2), (100, 2)])",17.0
non_spreading_minbudget,0.0199454000103287,101.0,"(24, [(64, 1), (1, 1), (2, 1), (67, 1), (70, 1), (7, 1), (8, 1), (78, 1), (81, 1), (82, 1), (20, 1), (24, 1), (89, 1), (90, 1), (91, 1), (28, 1), (29, 1), (92, 1), (93, 1), (100, 1), (38, 1), (46, 1), (52, 1), (57, 1)])",24.0
heuristic_minbudget,0.8010428000125103,101.0,"(10, [(28, 1), (24, 1), (2, 1), (8, 1), (20, 1), (29, 1), (1, 1), (7, 1), (38, 1), (46, 1)])",10.0
non_spreading_dirlaynet_minbudget,0.2446297000278718,101.0,"(10, [(3, 1), (8, 1), (13, 1), (14, 1), (35, 1), (39, 1), (40, 1), (45, 1), (48, 1), (92, 1), (87, 2)])",10.0
non_spreading_minbudget,0.018613499996718,101.0,"(11, [(35, 1), (3, 1), (39, 1), (8, 1), (40, 1), (13, 1), (14, 1), (45, 1), (48, 1), (87, 1), (92, 1)])",11.0
heuristic_minbudget,0.8634509000112303,101.0,"(9, [(40, 1), (8, 1), (45, 1), (13, 1), (35, 1), (3, 1), (48, 1), (39, 1), (14, 1)])",9.0
non_spreading_dirlaynet_minbudget,0.2502061999985017,101.0,"(13, [(1, 1), (3, 1), (8, 1), (13, 1), (14, 1), (42, 1), (58, 1), (66, 1), (71, 1), (81, 1), (83, 1), (95, 1), (99, 1), (59, 2), (65, 2), (82, 2), (93, 2), (96, 2), (97, 2)])",13.0
non_spreading_minbudget,0.01759929995751,101.0,"(19, [(1, 1), (65, 1), (3, 1), (66, 1), (71, 1), (8, 1), (13, 1), (14, 1), (81, 1), (82, 1), (83, 1), (93, 1), (95, 1), (96, 1), (97, 1), (99, 1), (42, 1), (58, 1), (59, 1)])",19.0
heuristic_minbudget,0.7858715999755077,101.0,"(7, [(8, 1), (3, 1), (13, 1), (1, 1), (14, 1), (42, 1), (12, 1)])",7.0
non_spreading_dirlaynet_minbudget,0.2571380999870598,101.0,"(2, [(6, 1), (64, 1), (71, 2), (99, 2)])",2.0
non_spreading_minbudget,0.0926331999944523,101.0,"(4, [(64, 1), (99, 1), (6, 1), (71, 1)])",4.0
heuristic_minbudget,0.681964399991557,101.0,"(1, [(6, 1)])",1.0
non_spreading_dirlaynet_minbudget,0.2609581999713555,101.0,"(18, [(2, 1), (6, 1), (10, 1), (11, 1), (12, 1), (13, 1), (15, 1), (25, 1), (29, 1), (32, 1), (35, 1), (42, 1), (44, 1), (57, 1), (71, 1), (73, 1), (79, 1), (87, 1), (67, 2), (74, 2), (82, 2), (86, 2), (91, 2)])",18.0
non_spreading_minbudget,0.0190256999921984,101.0,"(23, [(2, 1), (67, 1), (6, 1), (71, 1), (73, 1), (10, 1), (11, 1), (12, 1), (13, 1), (74, 1), (15, 1), (79, 1), (82, 1), (86, 1), (87, 1), (25, 1), (91, 1), (29, 1), (32, 1), (35, 1), (42, 1), (44, 1), (57, 1)])",23.0
heuristic_minbudget,0.800550399988424,101.0,"(13, [(12, 1), (6, 1), (32, 1), (15, 1), (2, 1), (13, 1), (35, 1), (29, 1), (44, 1), (11, 1), (25, 1), (10, 1), (42, 1)])",13.0
non_spreading_dirlaynet_minbudget,0.2504156000213697,101.0,"(18, [(2, 1), (4, 1), (11, 1), (15, 1), (17, 1), (19, 1), (24, 1), (29, 1), (30, 1), (31, 1), (32, 1), (38, 1), (40, 1), (58, 1), (71, 1), (93, 1), (95, 1), (99, 1), (60, 2), (63, 2), (67, 2), (80, 2), (84, 2), (100, 2)])",18.0
non_spreading_minbudget,0.0224634999758563,101.0,"(24, [(2, 1), (67, 1), (4, 1), (71, 1), (11, 1), (15, 1), (80, 1), (17, 1), (19, 1), (84, 1), (24, 1), (29, 1), (30, 1), (31, 1), (32, 1), (93, 1), (95, 1), (99, 1), (100, 1), (38, 1), (40, 1), (58, 1), (60, 1), (63, 1)])",24.0
heuristic_minbudget,0.8468808000325225,101.0,"(13, [(15, 1), (31, 1), (30, 1), (32, 1), (40, 1), (24, 1), (2, 1), (19, 1), (29, 1), (4, 1), (11, 1), (38, 1), (17, 1)])",13.0
non_spreading_dirlaynet_minbudget,0.2686646999791264,101.0,"(3, [(1, 1), (49, 1), (75, 1), (63, 2), (73, 2)])",3.0
non_spreading_minbudget,0.0189045000006444,101.0,"(5, [(1, 1), (73, 1), (75, 1), (49, 1), (63, 1)])",5.0
heuristic_minbudget,0.7212805999442935,101.0,"(2, [(49, 1), (1, 1)])",2.0
non_spreading_dirlaynet_minbudget,0.1897240999969653,101.0,"(2, [(17, 1), (28, 1)])",2.0
non_spreading_minbudget,0.0156332000042311,101.0,"(2, [(17, 1), (28, 1)])",2.0
heuristic_minbudget,0.1435366999940015,101.0,"(1, [(17, 1)])",1.0
non_spreading_dirlaynet_minbudget,0.2150238999747671,101.0,"(9, [(2, 1), (8, 1), (10, 1), (16, 1), (35, 1), (47, 1), (71, 1), (87, 1), (94, 1), (31, 2), (40, 2), (42, 2), (45, 2), (89, 2), (43, 3), (56, 3), (91, 3), (74, 4), (82, 4), (88, 5)])",9.0
non_spreading_minbudget,0.0159599999897182,101.0,"(20, [(2, 1), (71, 1), (8, 1), (10, 1), (74, 1), (16, 1), (82, 1), (87, 1), (88, 1), (89, 1), (91, 1), (94, 1), (31, 1), (35, 1), (40, 1), (42, 1), (43, 1), (45, 1), (47, 1), (56, 1)])",20.0
heuristic_minbudget,0.3711285999743268,101.0,"(5, [(16, 1), (2, 1), (8, 1), (10, 1), (19, 1), (31, 2), (35, 2), (40, 2), (29, 2), (27, 2), (42, 3), (47, 3), (45, 3), (56, 3), (43, 3), (74, 4), (71, 4), (69, 4), (72, 4), (63, 4)])",5.0
non_spreading_dirlaynet_minbudget,0.2026517000049352,101.0,"(8, [(6, 1), (7, 1), (14, 1), (19, 1), (27, 1), (31, 1), (65, 1), (81, 1), (25, 2), (26, 2), (45, 2), (44, 3), (63, 4)])",8.0
non_spreading_minbudget,0.0165063999593257,101.0,"(13, [(65, 1), (6, 1), (7, 1), (44, 1), (45, 1), (14, 1), (81, 1), (63, 1), (19, 1), (25, 1), (26, 1), (27, 1), (31, 1)])",13.0
heuristic_minbudget,0.3640405000187456,101.0,"(4, [(19, 1), (7, 1), (14, 1), (6, 1), (31, 2), (27, 2), (26, 2), (25, 2), (45, 3), (44, 3), (42, 3), (46, 3), (63, 4), (65, 4), (69, 4), (72, 4)])",4.0
non_spreading_dirlaynet_minbudget,0.196029900049325,101.0,"(1, [(94, 1), (66, 2), (74, 3)])",1.0
non_spreading_minbudget,0.0985595000092871,101.0,"(3, [(66, 1), (74, 1), (94, 1)])",3.0
heuristic_minbudget,0.4059336999780498,101.0,"(2, [(19, 1), (17, 1), (29, 2), (31, 2), (42, 3), (46, 3), (74, 4), (66, 4)])",2.0
non_spreading_dirlaynet_minbudget,0.2057148000458255,101.0,"(19, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (33, 2)])",19.0
non_spreading_minbudget,0.0172566000255756,101.0,"(20, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (33, 1)])",20.0
heuristic_minbudget,0.6050997000420466,101.0,"(6, [(5, 1), (9, 1), (10, 1), (6, 1), (19, 1), (17, 1), (36, 2), (39, 2), (21, 2), (40, 2), (29, 2), (31, 2), (42, 3), (46, 3), (58, 3), (49, 3), (51, 3), (56, 3), (75, 4), (74, 4), (73, 4), (62, 4), (66, 4), (69, 4)])",6.0
non_spreading_dirlaynet_minbudget,0.2209854000248015,101.0,"(18, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (29, 2), (33, 2)])",18.0
non_spreading_minbudget,0.015268399962224,101.0,"(20, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (29, 1), (33, 1)])",20.0
heuristic_minbudget,0.4734932000283152,101.0,"(7, [(17, 1), (16, 1), (1, 1), (7, 1), (14, 1), (9, 1), (11, 1), (38, 2), (37, 2), (22, 2), (39, 2), (28, 2), (23, 2), (29, 2), (46, 3), (54, 3), (59, 3), (43, 3), (57, 3), (42, 3), (48, 3), (77, 4), (69, 4), (72, 4), (63, 4), (70, 4), (80, 4), (75, 4)])",7.0
non_spreading_dirlaynet_minbudget,0.2293674999964423,101.0,"(4, [(3, 1), (36, 1), (42, 1), (47, 1), (65, 1), (58, 2), (63, 2), (85, 2), (54, 3), (79, 3), (92, 3), (73, 4), (87, 4)])",4.0
non_spreading_minbudget,0.0172191000310704,101.0,"(13, [(65, 1), (3, 1), (36, 1), (73, 1), (42, 1), (47, 1), (79, 1), (85, 1), (54, 1), (87, 1), (58, 1), (92, 1), (63, 1)])",13.0
heuristic_minbudget,0.4295930000371299,101.0,"(4, [(3, 1), (19, 1), (17, 1), (16, 1), (36, 2), (29, 2), (31, 2), (27, 2), (42, 3), (47, 3), (54, 3), (58, 3), (63, 4), (79, 4), (73, 4), (65, 4)])",4.0
non_spreading_dirlaynet_minbudget,0.2135329999728128,101.0,"(7, [(1, 1), (8, 1), (16, 1), (20, 1), (57, 1), (64, 1), (93, 1), (32, 2), (53, 2), (70, 2), (51, 3), (63, 3), (78, 4)])",7.0
non_spreading_minbudget,0.0146901999833062,101.0,"(13, [(32, 1), (1, 1), (64, 1), (70, 1), (8, 1), (78, 1), (16, 1), (51, 1), (20, 1), (53, 1), (57, 1), (93, 1), (63, 1)])",13.0
heuristic_minbudget,0.357124499976635,101.0,"(4, [(16, 1), (1, 1), (20, 1), (8, 1), (32, 2), (29, 2), (31, 2), (27, 2), (51, 3), (53, 3), (57, 3), (42, 3), (63, 4), (70, 4), (78, 4), (64, 4)])",4.0
non_spreading_dirlaynet_minbudget,0.2056574000162072,101.0,"(7, [(1, 1), (5, 1), (10, 1), (17, 1), (34, 1), (58, 1), (85, 1), (36, 2), (46, 2), (70, 2), (95, 2), (56, 3), (84, 3), (63, 4), (93, 4), (100, 5)])",7.0
non_spreading_minbudget,0.0144359999685548,101.0,"(16, [(1, 1), (5, 1), (70, 1), (10, 1), (17, 1), (84, 1), (85, 1), (93, 1), (95, 1), (34, 1), (36, 1), (100, 1), (46, 1), (56, 1), (58, 1), (63, 1)])",16.0
heuristic_minbudget,0.3580313000129536,101.0,"(4, [(1, 1), (17, 1), (5, 1), (10, 1), (34, 2), (36, 2), (29, 2), (31, 2), (46, 3), (58, 3), (56, 3), (42, 3), (63, 4), (70, 4), (69, 4), (72, 4)])",4.0
non_spreading_dirlaynet_minbudget,0.2154084999929182,101.0,"(4, [(6, 1), (11, 1), (38, 1), (56, 1), (61, 2), (84, 2), (70, 3), (88, 3), (62, 4), (95, 4), (82, 5)])",4.0
non_spreading_minbudget,0.0176642999867908,101.0,"(11, [(6, 1), (38, 1), (70, 1), (11, 1), (82, 1), (61, 1), (84, 1), (88, 1), (56, 1), (62, 1), (95, 1)])",11.0
heuristic_minbudget,0.3828785000368953,101.0,"(3, [(11, 1), (6, 1), (19, 1), (38, 2), (29, 2), (31, 2), (56, 3), (42, 3), (46, 3), (70, 4), (62, 4), (61, 4)])",3.0
non_spreading_dirlaynet_minbudget,0.1623085000319406,99.0,"(3, [(12, 1), (27, 1), (29, 1), (80, 1), (95, 1), (18, 2), (35, 2), (55, 2), (34, 3), (63, 5)])",3.0
non_spreading_minbudget,0.0130195999518036,99.0,"(10, [(34, 1), (35, 1), (12, 1), (80, 1), (18, 1), (55, 1), (27, 1), (29, 1), (95, 1), (63, 1)])",10.0
heuristic_minbudget,0.3430381999933161,99.0,"(3, [(12, 1), (9, 1), (10, 1), (27, 2), (18, 2), (26, 2), (35, 3), (29, 3), (34, 3), (55, 4), (43, 4), (46, 4), (63, 5), (60, 5), (61, 5), (80, 6), (78, 6), (76, 6)])",3.0
non_spreading_dirlaynet_minbudget,0.162266900006216,99.0,"(2, [(76, 1), (85, 1), (36, 2), (41, 3), (60, 4), (64, 5)])",2.0
non_spreading_minbudget,0.0114299999549984,99.0,"(6, [(64, 1), (36, 1), (41, 1), (76, 1), (85, 1), (60, 1)])",6.0
heuristic_minbudget,0.2540680000092834,99.0,"(2, [(9, 1), (10, 1), (26, 2), (17, 2), (41, 3), (36, 3), (43, 4), (46, 4), (60, 5), (64, 5), (76, 6), (78, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.1954396000364795,99.0,"(12, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (21, 1), (25, 1), (18, 2), (22, 2)])",12.0
non_spreading_minbudget,0.0169619999942369,99.0,"(14, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (18, 1), (21, 1), (22, 1), (25, 1)])",14.0
heuristic_minbudget,0.3784363000304438,99.0,"(5, [(9, 1), (1, 1), (5, 1), (7, 1), (10, 1), (22, 2), (25, 2), (16, 2), (28, 2), (26, 2), (31, 3), (41, 3), (32, 3), (37, 3), (38, 3), (46, 4), (44, 4), (51, 4), (48, 4), (43, 4), (67, 5), (65, 5), (63, 5), (64, 5), (69, 5), (71, 6), (83, 6), (80, 6), (78, 6), (76, 6)])",5.0
non_spreading_dirlaynet_minbudget,0.1657693000161089,99.0,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)])",14.0
non_spreading_minbudget,0.0988235000404529,99.0,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)])",14.0
heuristic_minbudget,0.3295619999989867,99.0,"(3, [(2, 1), (12, 1), (9, 1), (22, 2), (23, 2), (26, 2), (33, 3), (30, 3), (37, 3), (51, 4), (49, 4), (43, 4), (66, 5), (59, 5), (60, 5), (82, 6), (76, 6), (79, 6)])",3.0
non_spreading_dirlaynet_minbudget,0.1559782999684102,99.0,"(2, [(13, 1), (27, 1)])",2.0
non_spreading_minbudget,0.0102710999781265,99.0,"(2, [(27, 1), (13, 1)])",2.0
heuristic_minbudget,0.0757784000015817,99.0,"(1, [(13, 1)])",1.0
non_spreading_dirlaynet_minbudget,0.1584349000477232,99.0,"(2, [(6, 1), (42, 1), (98, 1), (52, 2), (49, 3)])",2.0
non_spreading_minbudget,0.0120260999538004,99.0,"(5, [(98, 1), (6, 1), (42, 1), (49, 1), (52, 1)])",5.0
heuristic_minbudget,0.284913899959065,99.0,"(2, [(6, 1), (9, 1), (26, 2), (17, 2), (42, 3), (38, 3), (49, 4), (52, 4), (60, 5), (61, 5), (78, 6), (76, 6)])",2.0
non_spreading_dirlaynet_minbudget,0.1588780999882146,99.0,"(12, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (25, 1), (18, 2), (21, 2)])",12.0
