algorithm,runtime,graph_nodes,Budget
non_spreading_minbudget,0.0023323000059463084,21,"(1, [(20, 1)])"
heuristic_minbudget,0.008950699993874878,21,"(1, [(1, 1), (3, 2), (5, 3), (7, 4)])"
non_spreading_dirlaynet_minbudget,0.032099600008223206,21,"(1, [(3, 1), (4, 2)])"
non_spreading_minbudget,0.0024738999782130122,21,"(2, [(3, 1), (4, 1)])"
heuristic_minbudget,0.0086495999712497,21,"(1, [(1, 1), (3, 2), (5, 3), (7, 4)])"
non_spreading_dirlaynet_minbudget,0.031268700025975704,21,"(1, [(5, 2), (6, 3)])"
non_spreading_minbudget,0.00200159999076277,21,"(2, [(5, 1), (6, 1)])"
heuristic_minbudget,0.008898800006136298,21,"(2, [(1, 1), (2, 1)])"
non_spreading_dirlaynet_minbudget,0.04489259998081252,16,"(1, [(2, 1)])"
non_spreading_minbudget,0.001839799981098622,16,"(1, [(2, 1)])"
heuristic_minbudget,0.0020683000329881907,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.045840099977795035,16,"(1, [(2, 1)])"
non_spreading_minbudget,0.001866700011305511,16,"(1, [(2, 1)])"
heuristic_minbudget,0.0018274000030942261,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.04985149996355176,16,"(1, [(13, 1)])"
non_spreading_minbudget,0.0017471000319346786,16,"(1, [(13, 1)])"
heuristic_minbudget,0.0019945999956689775,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.045296300027985126,16,"(1, [(1, 1)])"
non_spreading_minbudget,0.0019204000127501786,16,"(1, [(1, 1)])"
heuristic_minbudget,0.0022031000116840005,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.04671550000784919,16,"(1, [(7, 1)])"
non_spreading_minbudget,0.0019388999789953232,16,"(1, [(7, 1)])"
heuristic_minbudget,0.0019985000253655016,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.04634119995171204,16,"(1, [(4, 1)])"
non_spreading_minbudget,0.001895099994726479,16,"(1, [(4, 1)])"
heuristic_minbudget,0.001833900052588433,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.04785420000553131,16,"(1, [(3, 1)])"
non_spreading_minbudget,0.00163569999858737,16,"(1, [(3, 1)])"
heuristic_minbudget,0.0018475999822840095,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.045942500000819564,16,"(1, [(3, 1)])"
non_spreading_minbudget,0.0016481999773532152,16,"(1, [(3, 1)])"
heuristic_minbudget,0.0018161999760195613,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.049623999977484345,16,"(1, [(3, 1)])"
non_spreading_minbudget,0.0018115999992005527,16,"(1, [(3, 1)])"
heuristic_minbudget,0.0021072999807074666,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.046403100015595555,16,"(1, [(1, 1)])"
non_spreading_minbudget,0.0017403000383637846,16,"(1, [(1, 1)])"
heuristic_minbudget,0.0017946999869309366,16,"(1, [(1, 1)])"
non_spreading_dirlaynet_minbudget,0.07593910000286996,51,"(1, [(28, 1), (46, 2)])"
non_spreading_minbudget,0.0523617000435479,51,"(2, [(28, 1), (46, 1)])"
heuristic_minbudget,0.20255039999028668,51,"(1, [(5, 1)])"
non_spreading_dirlaynet_minbudget,0.0803911000257358,51,"(6, [(4, 1), (14, 1), (22, 1), (27, 1), (29, 1), (39, 1), (30, 2), (43, 2), (45, 2), (50, 2)])"
non_spreading_minbudget,0.0056168000446632504,51,"(10, [(4, 1), (39, 1), (43, 1), (45, 1), (14, 1), (50, 1), (22, 1), (27, 1), (29, 1), (30, 1)])"
heuristic_minbudget,0.22448129998520017,51,"(3, [(22, 1), (4, 1), (14, 1)])"
non_spreading_dirlaynet_minbudget,0.07887850003316998,51,"(5, [(3, 1), (21, 1), (27, 1), (37, 1), (47, 1), (41, 2), (44, 2)])"
non_spreading_minbudget,0.006267799995839596,51,"(7, [(3, 1), (37, 1), (41, 1), (44, 1), (47, 1), (21, 1), (27, 1)])"
heuristic_minbudget,0.20314150000922382,51,"(2, [(3, 1), (21, 1)])"
non_spreading_dirlaynet_minbudget,0.07941740000387654,51,"(10, [(3, 1), (4, 1), (7, 1), (12, 1), (17, 1), (20, 1), (23, 1), (30, 1), (42, 1), (48, 1), (28, 2), (34, 2)])"
non_spreading_minbudget,0.0062695000087842345,51,"(12, [(34, 1), (3, 1), (4, 1), (7, 1), (42, 1), (12, 1), (48, 1), (17, 1), (20, 1), (23, 1), (28, 1), (30, 1)])"
heuristic_minbudget,0.20888649998232722,51,"(7, [(20, 1), (17, 1), (3, 1), (4, 1), (7, 1), (23, 1), (12, 1)])"
non_spreading_dirlaynet_minbudget,0.07450450002215803,51,"(5, [(4, 1), (7, 1), (8, 1), (10, 1), (47, 1), (30, 2), (38, 2)])"
non_spreading_minbudget,0.007360699994023889,51,"(7, [(4, 1), (38, 1), (7, 1), (8, 1), (10, 1), (47, 1), (30, 1)])"
heuristic_minbudget,0.21250760002294555,51,"(4, [(10, 1), (4, 1), (7, 1), (8, 1)])"
non_spreading_dirlaynet_minbudget,0.07641749997856095,51,"(5, [(2, 1), (6, 1), (7, 1), (23, 1), (48, 1), (44, 2), (45, 2)])"
non_spreading_minbudget,0.005363899981603026,51,"(7, [(2, 1), (6, 1), (7, 1), (44, 1), (45, 1), (48, 1), (23, 1)])"
heuristic_minbudget,0.23444810003275052,51,"(4, [(7, 1), (23, 1), (2, 1), (6, 1), (45, 2), (44, 2), (48, 2), (26, 2)])"
non_spreading_dirlaynet_minbudget,0.07795269996859133,51,"(6, [(9, 1), (16, 1), (17, 1), (22, 1), (23, 1), (28, 1), (40, 2)])"
non_spreading_minbudget,0.006763599987607449,51,"(7, [(40, 1), (9, 1), (16, 1), (17, 1), (22, 1), (23, 1), (28, 1)])"
heuristic_minbudget,0.2359384999726899,51,"(5, [(22, 1), (17, 1), (16, 1), (23, 1), (9, 1)])"
non_spreading_dirlaynet_minbudget,0.07699639996280894,51,"(9, [(4, 1), (12, 1), (13, 1), (14, 1), (19, 1), (20, 1), (35, 1), (39, 1), (50, 1), (29, 2), (32, 2), (43, 2)])"
non_spreading_minbudget,0.006276200001593679,51,"(12, [(32, 1), (35, 1), (4, 1), (39, 1), (43, 1), (12, 1), (14, 1), (13, 1), (50, 1), (19, 1), (20, 1), (29, 1)])"
heuristic_minbudget,0.24699040001723915,51,"(6, [(19, 1), (12, 1), (20, 1), (4, 1), (13, 1), (14, 1)])"
non_spreading_dirlaynet_minbudget,0.07805090001784265,51,"(9, [(2, 1), (4, 1), (5, 1), (6, 1), (9, 1), (10, 1), (23, 1), (25, 1), (30, 1), (28, 2), (33, 2)])"
non_spreading_minbudget,0.006846899981610477,51,"(11, [(33, 1), (2, 1), (4, 1), (5, 1), (6, 1), (9, 1), (10, 1), (23, 1), (25, 1), (28, 1), (30, 1)])"
heuristic_minbudget,0.27679919998627156,51,"(8, [(5, 1), (10, 1), (4, 1), (23, 1), (25, 1), (2, 1), (6, 1), (9, 1)])"
non_spreading_dirlaynet_minbudget,0.07695600000442937,51,"(8, [(5, 1), (6, 1), (17, 1), (22, 1), (25, 1), (31, 1), (36, 1), (42, 1), (30, 2), (45, 2)])"
non_spreading_minbudget,0.005820300022605807,51,"(10, [(36, 1), (5, 1), (6, 1), (42, 1), (45, 1), (17, 1), (22, 1), (25, 1), (30, 1), (31, 1)])"
heuristic_minbudget,0.23239179997472093,51,"(5, [(5, 1), (22, 1), (17, 1), (25, 1), (6, 1)])"
non_spreading_dirlaynet_minbudget,0.06945750000886619,51,"(3, [(3, 1), (6, 1), (24, 1), (12, 2)])"
non_spreading_minbudget,0.004629699978977442,51,"(4, [(24, 1), (3, 1), (12, 1), (6, 1)])"
heuristic_minbudget,0.07449740002630278,51,"(2, [(3, 1), (6, 1), (12, 2), (15, 2)])"
non_spreading_dirlaynet_minbudget,0.06821900000795722,51,"(2, [(48, 1), (49, 1)])"
non_spreading_minbudget,0.004993600014131516,51,"(2, [(48, 1), (49, 1)])"
heuristic_minbudget,0.1332904000300914,51,"(1, [(8, 1), (15, 2), (22, 3), (38, 4)])"
non_spreading_dirlaynet_minbudget,0.06824170000618324,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
non_spreading_minbudget,0.006549899990204722,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
heuristic_minbudget,0.13492019998375326,51,"(4, [(5, 1), (9, 1), (8, 1), (2, 1), (19, 2), (12, 2), (15, 2), (20, 2), (22, 3), (27, 3), (28, 3), (29, 3), (38, 4), (35, 4), (32, 4), (34, 4)])"
non_spreading_dirlaynet_minbudget,0.06546190002700314,51,"(1, [(40, 1)])"
non_spreading_minbudget,0.005087200028356165,51,"(1, [(40, 1)])"
heuristic_minbudget,0.10545620002085343,51,"(1, [(8, 1), (15, 2), (22, 3)])"
non_spreading_dirlaynet_minbudget,0.07278849999420345,51,"(1, [(3, 1), (35, 1), (27, 2)])"
non_spreading_minbudget,0.005605899961665273,51,"(3, [(3, 1), (35, 1), (27, 1)])"
heuristic_minbudget,0.10576669999863952,51,"(1, [(3, 1), (20, 2), (27, 3)])"
non_spreading_dirlaynet_minbudget,0.06887919997097924,51,"(2, [(23, 1), (44, 1), (45, 1), (37, 2), (40, 3)])"
non_spreading_minbudget,0.007971599989105016,51,"(5, [(37, 1), (40, 1), (44, 1), (45, 1), (23, 1)])"
heuristic_minbudget,0.14327890001004562,51,"(2, [(8, 1), (2, 1), (15, 2), (20, 2), (23, 3), (22, 3), (37, 4), (40, 4)])"
non_spreading_dirlaynet_minbudget,0.06842450000112876,51,"(1, [(44, 1)])"
non_spreading_minbudget,0.004791899991687387,51,"(1, [(44, 1)])"
heuristic_minbudget,0.13230689999181777,51,"(1, [(8, 1), (15, 2), (22, 3), (34, 4)])"
non_spreading_dirlaynet_minbudget,0.0716827999567613,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
non_spreading_minbudget,0.006023499998264015,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
heuristic_minbudget,0.14054510003188625,51,"(4, [(1, 1), (9, 1), (8, 1), (2, 1), (15, 2), (16, 2), (12, 2), (14, 2), (23, 3), (22, 3), (26, 3), (30, 3), (35, 4), (31, 4), (32, 4), (38, 4)])"
non_spreading_dirlaynet_minbudget,0.07021719997283071,51,"(2, [(13, 1), (44, 1), (31, 2), (37, 3), (34, 4)])"
non_spreading_minbudget,0.007022299978416413,51,"(5, [(34, 1), (37, 1), (44, 1), (13, 1), (31, 1)])"
heuristic_minbudget,0.11701769998762757,51,"(3, [(8, 1), (2, 1), (4, 1), (13, 2), (15, 2), (20, 2), (22, 3), (26, 3), (30, 3), (34, 4), (31, 4), (37, 4)])"
non_spreading_dirlaynet_minbudget,0.07259270001668483,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
non_spreading_minbudget,0.005762400047387928,51,"(10, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)])"
heuristic_minbudget,0.13272049999795854,51,"(4, [(5, 1), (9, 1), (8, 1), (2, 1), (15, 2), (11, 2), (20, 2), (16, 2), (24, 3), (22, 3), (26, 3), (30, 3), (39, 4), (37, 4), (32, 4), (33, 4)])"
non_spreading_dirlaynet_minbudget,0.06063230003928766,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.004216300032567233,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.0652979000005871,50,"(2, [(5, 1), (3, 1), (11, 2), (13, 2), (19, 3), (20, 3), (28, 4), (22, 4), (34, 5), (33, 5), (37, 6), (39, 6)])"
non_spreading_dirlaynet_minbudget,0.06003940000664443,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.004626000009011477,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.07370519998949021,50,"(3, [(3, 1), (5, 1), (2, 1), (13, 2), (8, 2), (14, 2), (19, 3), (16, 3), (20, 3), (26, 4), (25, 4), (24, 4), (30, 5), (31, 5), (33, 5)])"
non_spreading_dirlaynet_minbudget,0.06075440003769472,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.004216799978166819,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.08050340000772849,50,"(3, [(3, 1), (5, 1), (2, 1), (12, 2), (8, 2), (14, 2), (15, 3), (19, 3), (16, 3), (22, 4), (23, 4), (25, 4), (34, 5), (31, 5), (33, 5), (37, 6), (39, 6), (40, 6)])"
non_spreading_dirlaynet_minbudget,0.0591366000007838,50,"(6, [(2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (14, 1), (10, 2)])"
non_spreading_minbudget,0.005875700036995113,50,"(7, [(2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.060751200013328344,50,"(2, [(7, 1), (4, 1), (8, 2), (11, 2), (20, 3), (15, 3), (28, 4), (24, 4), (29, 5), (31, 5), (37, 6), (41, 6)])"
non_spreading_dirlaynet_minbudget,0.06056529999477789,50,"(3, [(17, 1), (29, 1), (45, 1), (27, 2), (25, 3), (23, 4)])"
non_spreading_minbudget,0.00452780001796782,50,"(6, [(45, 1), (17, 1), (23, 1), (25, 1), (27, 1), (29, 1)])"
heuristic_minbudget,0.06892430002335459,50,"(3, [(3, 1), (5, 1), (2, 1), (8, 2), (14, 2), (10, 2), (16, 3), (20, 3), (21, 3), (25, 4), (27, 4), (28, 4), (32, 5)])"
non_spreading_dirlaynet_minbudget,0.061343699984718114,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.005266199994366616,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.05259810003917664,50,"(2, [(3, 1), (7, 1), (14, 2), (8, 2), (19, 3), (16, 3), (25, 4), (26, 4), (34, 5), (31, 5), (37, 6), (41, 6)])"
non_spreading_dirlaynet_minbudget,0.05892949999542907,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.00475149997510016,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.07545100001152605,50,"(3, [(3, 1), (5, 1), (2, 1), (13, 2), (8, 2), (14, 2), (15, 3), (19, 3), (16, 3), (22, 4), (27, 4), (28, 4)])"
non_spreading_dirlaynet_minbudget,0.057518000015988946,50,"(1, [(24, 1)])"
non_spreading_minbudget,0.004522800038103014,50,"(1, [(24, 1)])"
heuristic_minbudget,0.04502279998268932,50,"(1, [(3, 1), (8, 2), (19, 3)])"
non_spreading_dirlaynet_minbudget,0.05787099996814504,50,"(5, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 2)])"
non_spreading_minbudget,0.005282700003590435,50,"(6, [(2, 1), (3, 1), (5, 1), (7, 1), (10, 1), (14, 1)])"
heuristic_minbudget,0.06939150003017858,50,"(3, [(3, 1), (5, 1), (2, 1), (14, 2), (8, 2), (10, 2), (18, 3), (16, 3), (20, 3), (22, 4), (26, 4), (23, 4), (31, 5), (33, 5), (30, 5)])"
non_spreading_dirlaynet_minbudget,0.058084199961740524,50,"(4, [(7, 1), (36, 1), (45, 1), (48, 1), (14, 2)])"
non_spreading_minbudget,0.004365800006780773,50,"(5, [(36, 1), (7, 1), (45, 1), (14, 1), (48, 1)])"
heuristic_minbudget,0.06946510000852868,50,"(2, [(7, 1), (3, 1), (14, 2), (8, 2), (19, 3), (16, 3), (22, 4), (23, 4), (31, 5), (34, 5), (36, 6), (37, 6)])"
non_spreading_dirlaynet_minbudget,0.06389649998163804,51,"(4, [(2, 1), (3, 1), (4, 1), (7, 1), (8, 2)])"
non_spreading_minbudget,0.004127499996684492,51,"(5, [(2, 1), (3, 1), (4, 1), (7, 1), (8, 1)])"
heuristic_minbudget,0.06595499999821186,51,"(2, [(2, 1), (4, 1), (10, 2), (6, 2), (11, 3), (12, 3), (16, 4), (18, 4), (21, 5), (23, 5), (27, 6), (28, 6), (34, 7), (32, 7), (39, 8), (37, 8), (41, 9), (42, 9)])"
