algorithm,runtime,graph_nodes,Budget
non_spreading_dirlaynet_minbudget,0.06552750000264496,51,"(2, [(8, 1), (20, 1), (10, 2), (11, 2), (12, 3)])"
non_spreading_minbudget,0.004662799998186529,51,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (20, 1)])"
heuristic_minbudget,0.04954069998348132,51,"(2, [(4, 1), (2, 1), (8, 2), (10, 2), (11, 3), (12, 3), (20, 4)])"
non_spreading_dirlaynet_minbudget,0.06384940003044903,51,"(3, [(2, 1), (30, 1), (42, 1)])"
non_spreading_minbudget,0.0043809000053443015,51,"(3, [(42, 1), (2, 1), (30, 1)])"
heuristic_minbudget,0.046185300045181066,51,"(1, [(2, 1), (10, 2), (11, 3), (18, 4), (23, 5), (30, 6), (34, 7), (39, 8)])"
non_spreading_dirlaynet_minbudget,0.06206110003404319,51,"(2, [(8, 1), (20, 1), (10, 2), (11, 2), (12, 3)])"
non_spreading_minbudget,0.003702599962707609,51,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (20, 1)])"
heuristic_minbudget,0.04726419999497011,51,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (11, 3), (12, 3), (20, 4)])"
non_spreading_dirlaynet_minbudget,0.06321100000059232,51,"(1, [(15, 1), (26, 1), (25, 2), (21, 3), (23, 4)])"
non_spreading_minbudget,0.005151099991053343,51,"(5, [(15, 1), (21, 1), (23, 1), (25, 1), (26, 1)])"
heuristic_minbudget,0.04630769998766482,51,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (11, 3), (12, 3), (20, 4)])"
non_spreading_dirlaynet_minbudget,0.06805980001809075,51,"(2, [(7, 1), (8, 1), (10, 2), (11, 2), (14, 3)])"
non_spreading_minbudget,0.00588629994308576,51,"(5, [(7, 1), (8, 1), (10, 1), (11, 1), (14, 1)])"
heuristic_minbudget,0.03753489995142445,51,"(3, [(4, 1), (2, 1), (3, 1), (8, 2), (7, 2)])"
non_spreading_dirlaynet_minbudget,0.062423900002613664,51,"(2, [(8, 1), (11, 1), (10, 2), (12, 2), (14, 3)])"
non_spreading_minbudget,0.003977100015617907,51,"(5, [(8, 1), (10, 1), (11, 1), (12, 1), (14, 1)])"
heuristic_minbudget,0.051258300023619086,51,"(2, [(4, 1), (2, 1), (10, 2), (8, 2), (14, 3), (11, 3), (19, 4), (20, 4), (23, 5), (21, 5)])"
non_spreading_dirlaynet_minbudget,0.06060069997329265,51,"(2, [(3, 1), (35, 1), (9, 2), (16, 3), (20, 4)])"
non_spreading_minbudget,0.005785999994259328,51,"(5, [(35, 1), (3, 1), (9, 1), (16, 1), (20, 1)])"
heuristic_minbudget,0.05190610000863671,51,"(2, [(3, 1), (4, 1), (9, 2), (10, 2), (11, 3), (12, 3), (16, 4), (20, 4), (23, 5), (24, 5), (27, 6), (26, 6)])"
non_spreading_dirlaynet_minbudget,0.06036760000279173,51,"(1, [(23, 1)])"
non_spreading_minbudget,0.005523999978322536,51,"(1, [(23, 1)])"
heuristic_minbudget,0.04155899997567758,51,"(1, [(4, 1), (10, 2), (11, 3), (18, 4)])"
non_spreading_dirlaynet_minbudget,0.059974699979647994,51,"(2, [(18, 1), (46, 1)])"
non_spreading_minbudget,0.004293299978598952,51,"(2, [(18, 1), (46, 1)])"
heuristic_minbudget,0.047149699996225536,51,"(1, [(4, 1), (10, 2), (15, 3), (16, 4), (23, 5), (27, 6), (34, 7), (39, 8), (41, 9)])"
non_spreading_dirlaynet_minbudget,0.07435329997679219,46,"(3, [(1, 1), (2, 1), (3, 1)])"
non_spreading_minbudget,0.0033506000181660056,46,"(3, [(1, 1), (2, 1), (3, 1)])"
heuristic_minbudget,0.030114399967715144,46,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])"
non_spreading_dirlaynet_minbudget,0.07398789998842403,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.003382100025191903,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.03068090003216639,46,"(1, [(2, 1), (4, 2), (9, 3), (11, 4), (14, 5), (17, 6), (20, 7), (23, 8), (25, 9), (30, 10), (32, 11), (35, 12), (39, 13)])"
non_spreading_dirlaynet_minbudget,0.07119389995932579,46,"(3, [(1, 1), (2, 1), (3, 1)])"
non_spreading_minbudget,0.0030288000125437975,46,"(3, [(1, 1), (2, 1), (3, 1)])"
heuristic_minbudget,0.01901340001495555,46,"(1, [(2, 1), (6, 2), (7, 3), (11, 4), (14, 5)])"
non_spreading_dirlaynet_minbudget,0.07011480000801384,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.003381699963938445,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.022117100015748292,46,"(1, [(2, 1), (6, 2), (9, 3), (11, 4), (13, 5), (17, 6)])"
non_spreading_dirlaynet_minbudget,0.07053379999706522,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.0031165999826043844,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.018211100017651916,46,"(1, [(2, 1), (6, 2), (7, 3), (11, 4), (14, 5)])"
non_spreading_dirlaynet_minbudget,0.06997829995816574,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.0033547000493854284,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.017512999998871237,46,"(1, [(2, 1), (5, 2), (7, 3), (11, 4), (14, 5)])"
non_spreading_dirlaynet_minbudget,0.07016689999727532,46,"(1, [(16, 1)])"
non_spreading_minbudget,0.003368200035765767,46,"(1, [(16, 1)])"
heuristic_minbudget,0.018913500010967255,46,"(1, [(2, 1), (6, 2), (9, 3), (11, 4), (13, 5)])"
non_spreading_dirlaynet_minbudget,0.07424729998456314,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.0033138999715447426,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.03249589999904856,46,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])"
non_spreading_dirlaynet_minbudget,0.0698600999894552,46,"(2, [(5, 1), (4, 2), (6, 2)])"
non_spreading_minbudget,0.0032875000033527613,46,"(3, [(4, 1), (5, 1), (6, 1)])"
heuristic_minbudget,0.031001700030174106,46,"(2, [(2, 1), (1, 1), (6, 2), (4, 2)])"
non_spreading_dirlaynet_minbudget,0.07252800004789606,46,"(3, [(1, 1), (2, 1), (3, 1)])"
non_spreading_minbudget,0.004214900021906942,46,"(3, [(1, 1), (2, 1), (3, 1)])"
heuristic_minbudget,0.021639299986418337,46,"(1, [(3, 1), (6, 2), (8, 3), (11, 4), (13, 5), (17, 6)])"
non_spreading_dirlaynet_minbudget,0.3459156000171788,101,"(16, [(3, 1), (14, 1), (21, 1), (24, 1), (26, 1), (28, 1), (32, 1), (38, 1), (41, 1), (45, 1), (50, 1), (55, 1), (58, 1), (69, 1), (90, 1), (93, 1), (59, 2), (75, 2), (82, 2), (100, 2)])"
non_spreading_minbudget,0.031458000012207776,101,"(20, [(3, 1), (69, 1), (75, 1), (14, 1), (82, 1), (21, 1), (24, 1), (26, 1), (90, 1), (28, 1), (93, 1), (32, 1), (100, 1), (38, 1), (41, 1), (45, 1), (50, 1), (55, 1), (58, 1), (59, 1)])"
heuristic_minbudget,0.9779111000243574,101,"(11, [(50, 1), (32, 1), (24, 1), (28, 1), (45, 1), (3, 1), (21, 1), (38, 1), (14, 1), (41, 1), (26, 1)])"
non_spreading_dirlaynet_minbudget,0.2713805999956094,101,"(4, [(12, 1), (13, 1), (25, 1), (64, 1)])"
non_spreading_minbudget,0.016821400029584765,101,"(4, [(64, 1), (25, 1), (12, 1), (13, 1)])"
heuristic_minbudget,0.7203806000179611,101,"(3, [(12, 1), (13, 1), (25, 1)])"
non_spreading_dirlaynet_minbudget,0.25252620002720505,101,"(18, [(2, 1), (3, 1), (5, 1), (14, 1), (16, 1), (26, 1), (27, 1), (30, 1), (35, 1), (40, 1), (41, 1), (43, 1), (44, 1), (45, 1), (55, 1), (69, 1), (77, 1), (89, 1), (59, 2), (61, 2), (62, 2), (68, 2)])"
non_spreading_minbudget,0.018301300005987287,101,"(22, [(2, 1), (3, 1), (68, 1), (5, 1), (69, 1), (77, 1), (14, 1), (16, 1), (89, 1), (26, 1), (27, 1), (30, 1), (35, 1), (40, 1), (41, 1), (43, 1), (44, 1), (45, 1), (55, 1), (59, 1), (61, 1), (62, 1)])"
heuristic_minbudget,1.0687077000038698,101,"(14, [(27, 1), (16, 1), (30, 1), (40, 1), (2, 1), (45, 1), (35, 1), (3, 1), (43, 1), (44, 1), (14, 1), (5, 1), (41, 1), (26, 1)])"
non_spreading_dirlaynet_minbudget,0.2833045999868773,101,"(17, [(1, 1), (2, 1), (7, 1), (8, 1), (20, 1), (24, 1), (28, 1), (29, 1), (38, 1), (46, 1), (52, 1), (57, 1), (70, 1), (78, 1), (81, 1), (89, 1), (92, 1), (64, 2), (67, 2), (82, 2), (90, 2), (91, 2), (93, 2), (100, 2)])"
non_spreading_minbudget,0.01994540001032874,101,"(24, [(64, 1), (1, 1), (2, 1), (67, 1), (70, 1), (7, 1), (8, 1), (78, 1), (81, 1), (82, 1), (20, 1), (24, 1), (89, 1), (90, 1), (91, 1), (28, 1), (29, 1), (92, 1), (93, 1), (100, 1), (38, 1), (46, 1), (52, 1), (57, 1)])"
heuristic_minbudget,0.8010428000125103,101,"(10, [(28, 1), (24, 1), (2, 1), (8, 1), (20, 1), (29, 1), (1, 1), (7, 1), (38, 1), (46, 1)])"
non_spreading_dirlaynet_minbudget,0.24462970002787188,101,"(10, [(3, 1), (8, 1), (13, 1), (14, 1), (35, 1), (39, 1), (40, 1), (45, 1), (48, 1), (92, 1), (87, 2)])"
non_spreading_minbudget,0.01861349999671802,101,"(11, [(35, 1), (3, 1), (39, 1), (8, 1), (40, 1), (13, 1), (14, 1), (45, 1), (48, 1), (87, 1), (92, 1)])"
heuristic_minbudget,0.8634509000112303,101,"(9, [(40, 1), (8, 1), (45, 1), (13, 1), (35, 1), (3, 1), (48, 1), (39, 1), (14, 1)])"
non_spreading_dirlaynet_minbudget,0.2502061999985017,101,"(13, [(1, 1), (3, 1), (8, 1), (13, 1), (14, 1), (42, 1), (58, 1), (66, 1), (71, 1), (81, 1), (83, 1), (95, 1), (99, 1), (59, 2), (65, 2), (82, 2), (93, 2), (96, 2), (97, 2)])"
non_spreading_minbudget,0.017599299957510084,101,"(19, [(1, 1), (65, 1), (3, 1), (66, 1), (71, 1), (8, 1), (13, 1), (14, 1), (81, 1), (82, 1), (83, 1), (93, 1), (95, 1), (96, 1), (97, 1), (99, 1), (42, 1), (58, 1), (59, 1)])"
heuristic_minbudget,0.7858715999755077,101,"(7, [(8, 1), (3, 1), (13, 1), (1, 1), (14, 1), (42, 1), (12, 1)])"
non_spreading_dirlaynet_minbudget,0.25713809998705983,101,"(2, [(6, 1), (64, 1), (71, 2), (99, 2)])"
non_spreading_minbudget,0.0926331999944523,101,"(4, [(64, 1), (99, 1), (6, 1), (71, 1)])"
heuristic_minbudget,0.681964399991557,101,"(1, [(6, 1)])"
non_spreading_dirlaynet_minbudget,0.2609581999713555,101,"(18, [(2, 1), (6, 1), (10, 1), (11, 1), (12, 1), (13, 1), (15, 1), (25, 1), (29, 1), (32, 1), (35, 1), (42, 1), (44, 1), (57, 1), (71, 1), (73, 1), (79, 1), (87, 1), (67, 2), (74, 2), (82, 2), (86, 2), (91, 2)])"
non_spreading_minbudget,0.019025699992198497,101,"(23, [(2, 1), (67, 1), (6, 1), (71, 1), (73, 1), (10, 1), (11, 1), (12, 1), (13, 1), (74, 1), (15, 1), (79, 1), (82, 1), (86, 1), (87, 1), (25, 1), (91, 1), (29, 1), (32, 1), (35, 1), (42, 1), (44, 1), (57, 1)])"
heuristic_minbudget,0.800550399988424,101,"(13, [(12, 1), (6, 1), (32, 1), (15, 1), (2, 1), (13, 1), (35, 1), (29, 1), (44, 1), (11, 1), (25, 1), (10, 1), (42, 1)])"
non_spreading_dirlaynet_minbudget,0.25041560002136976,101,"(18, [(2, 1), (4, 1), (11, 1), (15, 1), (17, 1), (19, 1), (24, 1), (29, 1), (30, 1), (31, 1), (32, 1), (38, 1), (40, 1), (58, 1), (71, 1), (93, 1), (95, 1), (99, 1), (60, 2), (63, 2), (67, 2), (80, 2), (84, 2), (100, 2)])"
non_spreading_minbudget,0.022463499975856394,101,"(24, [(2, 1), (67, 1), (4, 1), (71, 1), (11, 1), (15, 1), (80, 1), (17, 1), (19, 1), (84, 1), (24, 1), (29, 1), (30, 1), (31, 1), (32, 1), (93, 1), (95, 1), (99, 1), (100, 1), (38, 1), (40, 1), (58, 1), (60, 1), (63, 1)])"
heuristic_minbudget,0.8468808000325225,101,"(13, [(15, 1), (31, 1), (30, 1), (32, 1), (40, 1), (24, 1), (2, 1), (19, 1), (29, 1), (4, 1), (11, 1), (38, 1), (17, 1)])"
non_spreading_dirlaynet_minbudget,0.26866469997912645,101,"(3, [(1, 1), (49, 1), (75, 1), (63, 2), (73, 2)])"
non_spreading_minbudget,0.018904500000644475,101,"(5, [(1, 1), (73, 1), (75, 1), (49, 1), (63, 1)])"
heuristic_minbudget,0.7212805999442935,101,"(2, [(49, 1), (1, 1)])"
non_spreading_dirlaynet_minbudget,0.18972409999696538,101,"(2, [(17, 1), (28, 1)])"
non_spreading_minbudget,0.015633200004231185,101,"(2, [(17, 1), (28, 1)])"
heuristic_minbudget,0.14353669999400154,101,"(1, [(17, 1)])"
non_spreading_dirlaynet_minbudget,0.21502389997476712,101,"(9, [(2, 1), (8, 1), (10, 1), (16, 1), (35, 1), (47, 1), (71, 1), (87, 1), (94, 1), (31, 2), (40, 2), (42, 2), (45, 2), (89, 2), (43, 3), (56, 3), (91, 3), (74, 4), (82, 4), (88, 5)])"
non_spreading_minbudget,0.0159599999897182,101,"(20, [(2, 1), (71, 1), (8, 1), (10, 1), (74, 1), (16, 1), (82, 1), (87, 1), (88, 1), (89, 1), (91, 1), (94, 1), (31, 1), (35, 1), (40, 1), (42, 1), (43, 1), (45, 1), (47, 1), (56, 1)])"
heuristic_minbudget,0.3711285999743268,101,"(5, [(16, 1), (2, 1), (8, 1), (10, 1), (19, 1), (31, 2), (35, 2), (40, 2), (29, 2), (27, 2), (42, 3), (47, 3), (45, 3), (56, 3), (43, 3), (74, 4), (71, 4), (69, 4), (72, 4), (63, 4)])"
non_spreading_dirlaynet_minbudget,0.20265170000493526,101,"(8, [(6, 1), (7, 1), (14, 1), (19, 1), (27, 1), (31, 1), (65, 1), (81, 1), (25, 2), (26, 2), (45, 2), (44, 3), (63, 4)])"
non_spreading_minbudget,0.01650639995932579,101,"(13, [(65, 1), (6, 1), (7, 1), (44, 1), (45, 1), (14, 1), (81, 1), (63, 1), (19, 1), (25, 1), (26, 1), (27, 1), (31, 1)])"
heuristic_minbudget,0.36404050001874566,101,"(4, [(19, 1), (7, 1), (14, 1), (6, 1), (31, 2), (27, 2), (26, 2), (25, 2), (45, 3), (44, 3), (42, 3), (46, 3), (63, 4), (65, 4), (69, 4), (72, 4)])"
non_spreading_dirlaynet_minbudget,0.19602990004932508,101,"(1, [(94, 1), (66, 2), (74, 3)])"
non_spreading_minbudget,0.09855950000928715,101,"(3, [(66, 1), (74, 1), (94, 1)])"
heuristic_minbudget,0.40593369997804984,101,"(2, [(19, 1), (17, 1), (29, 2), (31, 2), (42, 3), (46, 3), (74, 4), (66, 4)])"
non_spreading_dirlaynet_minbudget,0.20571480004582554,101,"(19, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (33, 2)])"
non_spreading_minbudget,0.017256600025575608,101,"(20, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (33, 1)])"
heuristic_minbudget,0.6050997000420466,101,"(6, [(5, 1), (9, 1), (10, 1), (6, 1), (19, 1), (17, 1), (36, 2), (39, 2), (21, 2), (40, 2), (29, 2), (31, 2), (42, 3), (46, 3), (58, 3), (49, 3), (51, 3), (56, 3), (75, 4), (74, 4), (73, 4), (62, 4), (66, 4), (69, 4)])"
non_spreading_dirlaynet_minbudget,0.2209854000248015,101,"(18, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (29, 2), (33, 2)])"
non_spreading_minbudget,0.015268399962224066,101,"(20, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (14, 1), (15, 1), (16, 1), (17, 1), (19, 1), (20, 1), (27, 1), (29, 1), (33, 1)])"
heuristic_minbudget,0.4734932000283152,101,"(7, [(17, 1), (16, 1), (1, 1), (7, 1), (14, 1), (9, 1), (11, 1), (38, 2), (37, 2), (22, 2), (39, 2), (28, 2), (23, 2), (29, 2), (46, 3), (54, 3), (59, 3), (43, 3), (57, 3), (42, 3), (48, 3), (77, 4), (69, 4), (72, 4), (63, 4), (70, 4), (80, 4), (75, 4)])"
non_spreading_dirlaynet_minbudget,0.22936749999644235,101,"(4, [(3, 1), (36, 1), (42, 1), (47, 1), (65, 1), (58, 2), (63, 2), (85, 2), (54, 3), (79, 3), (92, 3), (73, 4), (87, 4)])"
non_spreading_minbudget,0.01721910003107041,101,"(13, [(65, 1), (3, 1), (36, 1), (73, 1), (42, 1), (47, 1), (79, 1), (85, 1), (54, 1), (87, 1), (58, 1), (92, 1), (63, 1)])"
heuristic_minbudget,0.42959300003712997,101,"(4, [(3, 1), (19, 1), (17, 1), (16, 1), (36, 2), (29, 2), (31, 2), (27, 2), (42, 3), (47, 3), (54, 3), (58, 3), (63, 4), (79, 4), (73, 4), (65, 4)])"
non_spreading_dirlaynet_minbudget,0.21353299997281283,101,"(7, [(1, 1), (8, 1), (16, 1), (20, 1), (57, 1), (64, 1), (93, 1), (32, 2), (53, 2), (70, 2), (51, 3), (63, 3), (78, 4)])"
non_spreading_minbudget,0.014690199983306229,101,"(13, [(32, 1), (1, 1), (64, 1), (70, 1), (8, 1), (78, 1), (16, 1), (51, 1), (20, 1), (53, 1), (57, 1), (93, 1), (63, 1)])"
heuristic_minbudget,0.357124499976635,101,"(4, [(16, 1), (1, 1), (20, 1), (8, 1), (32, 2), (29, 2), (31, 2), (27, 2), (51, 3), (53, 3), (57, 3), (42, 3), (63, 4), (70, 4), (78, 4), (64, 4)])"
non_spreading_dirlaynet_minbudget,0.20565740001620725,101,"(7, [(1, 1), (5, 1), (10, 1), (17, 1), (34, 1), (58, 1), (85, 1), (36, 2), (46, 2), (70, 2), (95, 2), (56, 3), (84, 3), (63, 4), (93, 4), (100, 5)])"
non_spreading_minbudget,0.014435999968554825,101,"(16, [(1, 1), (5, 1), (70, 1), (10, 1), (17, 1), (84, 1), (85, 1), (93, 1), (95, 1), (34, 1), (36, 1), (100, 1), (46, 1), (56, 1), (58, 1), (63, 1)])"
heuristic_minbudget,0.3580313000129536,101,"(4, [(1, 1), (17, 1), (5, 1), (10, 1), (34, 2), (36, 2), (29, 2), (31, 2), (46, 3), (58, 3), (56, 3), (42, 3), (63, 4), (70, 4), (69, 4), (72, 4)])"
non_spreading_dirlaynet_minbudget,0.21540849999291822,101,"(4, [(6, 1), (11, 1), (38, 1), (56, 1), (61, 2), (84, 2), (70, 3), (88, 3), (62, 4), (95, 4), (82, 5)])"
non_spreading_minbudget,0.017664299986790866,101,"(11, [(6, 1), (38, 1), (70, 1), (11, 1), (82, 1), (61, 1), (84, 1), (88, 1), (56, 1), (62, 1), (95, 1)])"
heuristic_minbudget,0.3828785000368953,101,"(3, [(11, 1), (6, 1), (19, 1), (38, 2), (29, 2), (31, 2), (56, 3), (42, 3), (46, 3), (70, 4), (62, 4), (61, 4)])"
non_spreading_dirlaynet_minbudget,0.16230850003194064,99,"(3, [(12, 1), (27, 1), (29, 1), (80, 1), (95, 1), (18, 2), (35, 2), (55, 2), (34, 3), (63, 5)])"
non_spreading_minbudget,0.013019599951803684,99,"(10, [(34, 1), (35, 1), (12, 1), (80, 1), (18, 1), (55, 1), (27, 1), (29, 1), (95, 1), (63, 1)])"
heuristic_minbudget,0.3430381999933161,99,"(3, [(12, 1), (9, 1), (10, 1), (27, 2), (18, 2), (26, 2), (35, 3), (29, 3), (34, 3), (55, 4), (43, 4), (46, 4), (63, 5), (60, 5), (61, 5), (80, 6), (78, 6), (76, 6)])"
non_spreading_dirlaynet_minbudget,0.16226690000621602,99,"(2, [(76, 1), (85, 1), (36, 2), (41, 3), (60, 4), (64, 5)])"
non_spreading_minbudget,0.011429999954998493,99,"(6, [(64, 1), (36, 1), (41, 1), (76, 1), (85, 1), (60, 1)])"
heuristic_minbudget,0.2540680000092834,99,"(2, [(9, 1), (10, 1), (26, 2), (17, 2), (41, 3), (36, 3), (43, 4), (46, 4), (60, 5), (64, 5), (76, 6), (78, 6)])"
non_spreading_dirlaynet_minbudget,0.19543960003647953,99,"(12, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (21, 1), (25, 1), (18, 2), (22, 2)])"
non_spreading_minbudget,0.016961999994236976,99,"(14, [(1, 1), (2, 1), (3, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (18, 1), (21, 1), (22, 1), (25, 1)])"
heuristic_minbudget,0.3784363000304438,99,"(5, [(9, 1), (1, 1), (5, 1), (7, 1), (10, 1), (22, 2), (25, 2), (16, 2), (28, 2), (26, 2), (31, 3), (41, 3), (32, 3), (37, 3), (38, 3), (46, 4), (44, 4), (51, 4), (48, 4), (43, 4), (67, 5), (65, 5), (63, 5), (64, 5), (69, 5), (71, 6), (83, 6), (80, 6), (78, 6), (76, 6)])"
non_spreading_dirlaynet_minbudget,0.1657693000161089,99,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)])"
non_spreading_minbudget,0.09882350004045293,99,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)])"
heuristic_minbudget,0.3295619999989867,99,"(3, [(2, 1), (12, 1), (9, 1), (22, 2), (23, 2), (26, 2), (33, 3), (30, 3), (37, 3), (51, 4), (49, 4), (43, 4), (66, 5), (59, 5), (60, 5), (82, 6), (76, 6), (79, 6)])"
non_spreading_dirlaynet_minbudget,0.15597829996841028,99,"(2, [(13, 1), (27, 1)])"
non_spreading_minbudget,0.010271099978126585,99,"(2, [(27, 1), (13, 1)])"
heuristic_minbudget,0.07577840000158176,99,"(1, [(13, 1)])"
non_spreading_dirlaynet_minbudget,0.1584349000477232,99,"(2, [(6, 1), (42, 1), (98, 1), (52, 2), (49, 3)])"
non_spreading_minbudget,0.01202609995380044,99,"(5, [(98, 1), (6, 1), (42, 1), (49, 1), (52, 1)])"
heuristic_minbudget,0.284913899959065,99,"(2, [(6, 1), (9, 1), (26, 2), (17, 2), (42, 3), (38, 3), (49, 4), (52, 4), (60, 5), (61, 5), (78, 6), (76, 6)])"
non_spreading_dirlaynet_minbudget,0.15887809998821467,99,"(12, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (25, 1), (18, 2), (21, 2)])"
non_spreading_minbudget,0.010998399986419827,99,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (9, 1), (10, 1), (11, 1), (13, 1), (18, 1), (21, 1), (25, 1)])"
heuristic_minbudget,0.2497342000133358,99,"(4, [(1, 1), (7, 1), (4, 1), (9, 1), (17, 2), (15, 2), (26, 2), (22, 2), (38, 3), (36, 3), (41, 3), (33, 3), (43, 4), (49, 4), (53, 4), (54, 4), (61, 5), (57, 5), (62, 5), (64, 5), (78, 6), (76, 6), (79, 6), (82, 6)])"
non_spreading_dirlaynet_minbudget,0.1614976999699138,99,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (13, 1), (14, 1), (25, 1)])"
non_spreading_minbudget,0.013298600038979203,99,"(14, [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (13, 1), (14, 1), (25, 1)])"
heuristic_minbudget,0.4082075000042096,99,"(6, [(11, 1), (8, 1), (9, 1), (10, 1), (13, 1), (1, 1), (15, 2), (23, 2), (27, 2), (20, 2), (24, 2), (19, 2), (38, 3), (36, 3), (32, 3), (40, 3), (37, 3), (31, 3), (49, 4), (46, 4), (44, 4), (51, 4), (56, 4), (50, 4), (67, 5), (65, 5), (64, 5), (60, 5), (61, 5), (68, 5), (76, 6), (82, 6), (74, 6), (81, 6), (78, 6), (79, 6)])"
non_spreading_dirlaynet_minbudget,0.1572888000519015,99,"(2, [(52, 1), (77, 1), (93, 1), (69, 2), (59, 3), (64, 4)])"
non_spreading_minbudget,0.013390600041020662,99,"(6, [(64, 1), (69, 1), (77, 1), (52, 1), (59, 1), (93, 1)])"
heuristic_minbudget,0.267503899987787,99,"(3, [(9, 1), (10, 1), (13, 1), (26, 2), (17, 2), (15, 2), (37, 3), (38, 3), (31, 3), (52, 4), (43, 4), (46, 4), (59, 5), (64, 5), (69, 5), (77, 6), (78, 6), (76, 6)])"
non_spreading_dirlaynet_minbudget,0.15931540000019595,99,"(2, [(39, 1), (61, 1), (89, 1), (97, 1), (49, 2), (53, 2), (58, 5)])"
non_spreading_minbudget,0.011685300036333501,99,"(7, [(97, 1), (39, 1), (49, 1), (53, 1), (89, 1), (58, 1), (61, 1)])"
heuristic_minbudget,0.250559100008104,99,"(2, [(9, 1), (10, 1), (26, 2), (17, 2), (39, 3), (38, 3), (53, 4), (49, 4), (61, 5), (58, 5), (78, 6), (76, 6)])"
non_spreading_dirlaynet_minbudget,0.14188269997248426,101,"(4, [(13, 1), (18, 1), (19, 1), (23, 1), (14, 2), (17, 2), (20, 2), (22, 2), (28, 3)])"
non_spreading_minbudget,0.01299049996305257,101,"(9, [(13, 1), (14, 1), (17, 1), (18, 1), (19, 1), (20, 1), (22, 1), (23, 1), (28, 1)])"
heuristic_minbudget,0.1349725000327453,101,"(3, [(1, 1), (2, 1), (5, 1), (17, 2), (13, 2), (19, 2), (30, 3), (27, 3), (28, 3), (40, 4), (38, 4), (32, 4), (50, 5), (45, 5), (43, 5), (52, 6), (57, 6), (59, 6)])"
non_spreading_dirlaynet_minbudget,0.14102860004641116,101,"(2, [(25, 1), (51, 1), (62, 1), (38, 2), (34, 3), (92, 5), (93, 6)])"
non_spreading_minbudget,0.01069730002200231,101,"(7, [(34, 1), (38, 1), (51, 1), (25, 1), (92, 1), (93, 1), (62, 1)])"
heuristic_minbudget,0.2138997000292875,101,"(2, [(1, 1), (2, 1), (13, 2), (19, 2), (25, 3), (28, 3), (34, 4), (38, 4), (45, 5), (50, 5), (51, 6), (58, 6), (62, 7), (67, 7), (77, 8), (80, 8), (83, 9), (85, 9)])"
non_spreading_dirlaynet_minbudget,0.1423497999785468,101,"(2, [(10, 1), (33, 1), (80, 1), (53, 2), (54, 3)])"
