algorithm,runtime,Budget,graph_nodes,edge_probability,Nodes_Saved
spreading_maxsave,0.0506484999787062,1,50.0,0.8,2
heuristic_maxsave,0.036326800007373,1,50.0,0.8,2
spreading_maxsave,0.0627812000457197,2,50.0,0.8,3
heuristic_maxsave,0.0533677000785246,2,50.0,0.8,3
spreading_maxsave,0.0822556000202894,3,50.0,0.8,4
heuristic_maxsave,0.0703770000254735,3,50.0,0.8,4
spreading_maxsave,0.2204327000072226,5,50.0,0.8,6
heuristic_maxsave,0.0937979000154882,5,50.0,0.8,6
spreading_maxsave,0.1409002000000327,7,50.0,0.8,8
heuristic_maxsave,0.1297667000908404,7,50.0,0.8,8
spreading_maxsave,0.2279318000655621,10,50.0,0.8,11
heuristic_maxsave,0.170630499953404,10,50.0,0.8,11
spreading_maxsave,0.0465646999655291,1,50.0,0.8,2
heuristic_maxsave,0.0385523000732064,1,50.0,0.8,2
spreading_maxsave,0.0616367000620812,2,50.0,0.8,3
heuristic_maxsave,0.0585103000048548,2,50.0,0.8,3
spreading_maxsave,0.1397872000234201,3,50.0,0.8,4
heuristic_maxsave,0.0913778999820351,3,50.0,0.8,4
spreading_maxsave,0.122670599957928,5,50.0,0.8,5
heuristic_maxsave,0.1099743000231683,5,50.0,0.8,5
spreading_maxsave,0.1804570999229326,7,50.0,0.8,5
heuristic_maxsave,0.1549038999946788,7,50.0,0.8,5
spreading_maxsave,0.2067585000768304,10,50.0,0.8,5
heuristic_maxsave,0.2859179000370204,10,50.0,0.8,5
spreading_maxsave,0.1579501000232994,1,100.0,0.1,11
heuristic_maxsave,0.067420499981381,1,100.0,0.1,10
spreading_maxsave,0.2124496001051738,2,100.0,0.1,16
heuristic_maxsave,0.0884159000124782,2,100.0,0.1,14
spreading_maxsave,0.2713760000187903,3,100.0,0.1,20
heuristic_maxsave,0.128474999917671,3,100.0,0.1,17
spreading_maxsave,0.481854600016959,5,100.0,0.1,25
heuristic_maxsave,0.1317177999299019,5,100.0,0.1,24
spreading_maxsave,0.4212791000027209,7,100.0,0.1,26
heuristic_maxsave,0.1524075999623164,7,100.0,0.1,28
spreading_maxsave,0.629255099920556,10,100.0,0.1,29
heuristic_maxsave,0.1113425999647006,10,100.0,0.1,31
spreading_maxsave,0.1791583000449463,1,100.0,0.1,6
heuristic_maxsave,0.0773685999447479,1,100.0,0.1,7
spreading_maxsave,0.2404989999486133,2,100.0,0.1,10
heuristic_maxsave,0.0926173999905586,2,100.0,0.1,9
spreading_maxsave,0.3572487999917939,3,100.0,0.1,13
heuristic_maxsave,0.1187579999677836,3,100.0,0.1,12
spreading_maxsave,0.3391674999147653,5,100.0,0.1,14
heuristic_maxsave,0.1226301999995485,5,100.0,0.1,16
spreading_maxsave,0.4602611000882461,7,100.0,0.1,15
heuristic_maxsave,0.1156292000086978,7,100.0,0.1,16
spreading_maxsave,0.7262860999908298,10,100.0,0.1,16
heuristic_maxsave,0.087126399972476,10,100.0,0.1,16
spreading_maxsave,0.1636094000423327,1,100.0,0.1,12
heuristic_maxsave,0.0743246999336406,1,100.0,0.1,10
spreading_maxsave,0.2200827000197023,2,100.0,0.1,19
heuristic_maxsave,0.1014782000565901,2,100.0,0.1,17
spreading_maxsave,0.2702550999820232,3,100.0,0.1,24
heuristic_maxsave,0.1100767999887466,3,100.0,0.1,22
spreading_maxsave,0.4779753999318927,5,100.0,0.1,32
heuristic_maxsave,0.1614427999593317,5,100.0,0.1,31
spreading_maxsave,0.4240836000535637,7,100.0,0.1,32
heuristic_maxsave,0.1300150000024587,7,100.0,0.1,36
spreading_maxsave,0.5331054999260232,10,100.0,0.1,35
heuristic_maxsave,0.0791475001024082,10,100.0,0.1,36
spreading_maxsave,0.2654244999866932,1,100.0,0.1,13
heuristic_maxsave,0.0858670999296009,1,100.0,0.1,13
spreading_maxsave,0.2177161999279633,2,100.0,0.1,19
heuristic_maxsave,0.0975995000917464,2,100.0,0.1,19
spreading_maxsave,0.3135010000551119,3,100.0,0.1,24
heuristic_maxsave,0.1236071999883279,3,100.0,0.1,23
spreading_maxsave,0.4248845000984147,5,100.0,0.1,27
heuristic_maxsave,0.1408341999631375,5,100.0,0.1,28
spreading_maxsave,0.4531863000011071,7,100.0,0.1,28
heuristic_maxsave,0.132943799952045,7,100.0,0.1,30
spreading_maxsave,0.6533610000042245,10,100.0,0.1,30
heuristic_maxsave,0.1199620999395847,10,100.0,0.1,30
spreading_maxsave,0.1717205999884754,1,100.0,0.1,10
heuristic_maxsave,0.0855435999110341,1,100.0,0.1,6
spreading_maxsave,0.2152712999377399,2,100.0,0.1,15
heuristic_maxsave,0.102797600091435,2,100.0,0.1,11
spreading_maxsave,0.2484343000687658,3,100.0,0.1,19
heuristic_maxsave,0.2024608000647276,3,100.0,0.1,15
spreading_maxsave,0.3676835999358445,5,100.0,0.1,19
heuristic_maxsave,0.1208252999931573,5,100.0,0.1,20
spreading_maxsave,0.4527233999688178,7,100.0,0.1,20
heuristic_maxsave,0.1822594000259414,7,100.0,0.1,20
spreading_maxsave,0.5654252999229357,10,100.0,0.1,20
heuristic_maxsave,0.090348600060679,10,100.0,0.1,20
spreading_maxsave,0.1618318000109866,1,100.0,0.1,12
heuristic_maxsave,0.0761739999288693,1,100.0,0.1,10
spreading_maxsave,0.2214328000554815,2,100.0,0.1,17
heuristic_maxsave,0.1938686000648886,2,100.0,0.1,15
spreading_maxsave,0.3932655999669805,3,100.0,0.1,21
heuristic_maxsave,0.1139842000557109,3,100.0,0.1,20
spreading_maxsave,0.418860699981451,5,100.0,0.1,23
heuristic_maxsave,0.1226425999775528,5,100.0,0.1,24
spreading_maxsave,0.4113673999672755,7,100.0,0.1,24
heuristic_maxsave,0.1505791000090539,7,100.0,0.1,24
spreading_maxsave,0.6715841999975964,10,100.0,0.1,24
heuristic_maxsave,0.0918024000711739,10,100.0,0.1,24
spreading_maxsave,0.1508394000120461,1,100.0,0.1,15
heuristic_maxsave,0.0743698999285698,1,100.0,0.1,8
spreading_maxsave,0.2368118999293074,2,100.0,0.1,20
heuristic_maxsave,0.104293700074777,2,100.0,0.1,17
spreading_maxsave,0.2693068999797106,3,100.0,0.1,24
heuristic_maxsave,0.1302917000139132,3,100.0,0.1,21
spreading_maxsave,0.5481307000154629,5,100.0,0.1,26
heuristic_maxsave,0.1392348000081256,5,100.0,0.1,28
spreading_maxsave,0.4208855999168008,7,100.0,0.1,27
heuristic_maxsave,0.1316172999795526,7,100.0,0.1,29
spreading_maxsave,0.5659135000314564,10,100.0,0.1,29
heuristic_maxsave,0.1037219999125227,10,100.0,0.1,29
spreading_maxsave,0.2745191999711096,1,100.0,0.1,4
heuristic_maxsave,0.0658967000199481,1,100.0,0.1,3
spreading_maxsave,0.2180457999929785,2,100.0,0.1,4
heuristic_maxsave,0.0939017999917268,2,100.0,0.1,4
spreading_maxsave,0.2661376000614837,3,100.0,0.1,4
heuristic_maxsave,0.1011399000417441,3,100.0,0.1,4
spreading_maxsave,0.358386000036262,5,100.0,0.1,4
heuristic_maxsave,0.242484200047329,5,100.0,0.1,4
spreading_maxsave,0.4868371000047773,7,100.0,0.1,4
heuristic_maxsave,0.1172604999737814,7,100.0,0.1,4
spreading_maxsave,0.6750369999790564,10,100.0,0.1,4
heuristic_maxsave,0.1034916000207886,10,100.0,0.1,4
spreading_maxsave,0.1767190999817103,1,100.0,0.1,16
heuristic_maxsave,0.0832853000611066,1,100.0,0.1,16
spreading_maxsave,0.2341720000840723,2,100.0,0.1,24
heuristic_maxsave,0.1033285999437794,2,100.0,0.1,19
spreading_maxsave,0.4670760999433696,3,100.0,0.1,29
heuristic_maxsave,0.1092684000032022,3,100.0,0.1,22
spreading_maxsave,0.3575835999799892,5,100.0,0.1,32
heuristic_maxsave,0.1287765000015497,5,100.0,0.1,29
spreading_maxsave,0.4550255000358447,7,100.0,0.1,34
heuristic_maxsave,0.145577699993737,7,100.0,0.1,35
spreading_maxsave,0.5190319999819621,10,100.0,0.1,35
heuristic_maxsave,0.0928168999962508,10,100.0,0.1,35
spreading_maxsave,0.1865583000471815,1,100.0,0.1,6
heuristic_maxsave,0.0730214000213891,1,100.0,0.1,5
spreading_maxsave,0.2195477000204846,2,100.0,0.1,10
heuristic_maxsave,0.1012312999228015,2,100.0,0.1,8
spreading_maxsave,0.3549023000523448,3,100.0,0.1,13
heuristic_maxsave,0.1081721000373363,3,100.0,0.1,13
spreading_maxsave,0.3842783999862149,5,100.0,0.1,14
heuristic_maxsave,0.1169317999156192,5,100.0,0.1,14
spreading_maxsave,0.4204963999800384,7,100.0,0.1,14
heuristic_maxsave,0.1272940998896956,7,100.0,0.1,14
spreading_maxsave,0.6593394998926669,10,100.0,0.1,14
heuristic_maxsave,0.0841633999953046,10,100.0,0.1,14
spreading_maxsave,0.1471388000063598,1,100.0,0.25,9
heuristic_maxsave,0.071439899969846,1,100.0,0.25,5
spreading_maxsave,0.2037693000165745,2,100.0,0.25,16
heuristic_maxsave,0.2075480000348761,2,100.0,0.25,10
spreading_maxsave,0.2264905000338331,3,100.0,0.25,19
heuristic_maxsave,0.1279973000055179,3,100.0,0.25,14
spreading_maxsave,0.2960508000105619,5,100.0,0.25,21
heuristic_maxsave,0.2486330999527126,5,100.0,0.25,22
spreading_maxsave,0.3597187000559643,7,100.0,0.25,22
heuristic_maxsave,0.1361276999814435,7,100.0,0.25,22
spreading_maxsave,0.452921099960804,10,100.0,0.25,22
heuristic_maxsave,0.1549946001032367,10,100.0,0.25,22
spreading_maxsave,0.1332442000275477,1,100.0,0.25,3
heuristic_maxsave,0.0731681000906974,1,100.0,0.25,3
spreading_maxsave,0.236529599991627,2,100.0,0.25,3
heuristic_maxsave,0.1364454999566078,2,100.0,0.25,4
spreading_maxsave,0.3844214000273496,3,100.0,0.25,4
heuristic_maxsave,0.1314666999969631,3,100.0,0.25,4
spreading_maxsave,0.3133643999462947,5,100.0,0.25,4
heuristic_maxsave,0.1230165000306442,5,100.0,0.25,4
spreading_maxsave,0.3613105000695213,7,100.0,0.25,4
heuristic_maxsave,0.1335294999880716,7,100.0,0.25,4
spreading_maxsave,0.5731140000279993,10,100.0,0.25,4
heuristic_maxsave,0.1476036000531166,10,100.0,0.25,4
spreading_maxsave,0.1415231999708339,1,100.0,0.25,18
heuristic_maxsave,0.0795291999820619,1,100.0,0.25,16
spreading_maxsave,0.2332681000698357,2,100.0,0.25,29
heuristic_maxsave,0.0920497999759391,2,100.0,0.25,27
spreading_maxsave,0.2234099999768659,3,100.0,0.25,33
heuristic_maxsave,0.1061477999901399,3,100.0,0.25,31
spreading_maxsave,0.4113240999868139,5,100.0,0.25,34
heuristic_maxsave,0.1336072999984026,5,100.0,0.25,38
spreading_maxsave,0.3625335999531671,7,100.0,0.25,36
heuristic_maxsave,0.1480561000062152,7,100.0,0.25,40
spreading_maxsave,0.4632535999407992,10,100.0,0.25,39
heuristic_maxsave,0.1720570999896153,10,100.0,0.25,43
spreading_maxsave,0.2380564999766647,1,100.0,0.25,14
heuristic_maxsave,0.0754763999721035,1,100.0,0.25,13
spreading_maxsave,0.1987151000648737,2,100.0,0.25,23
heuristic_maxsave,0.0888494000537321,2,100.0,0.25,20
spreading_maxsave,0.2223921000258997,3,100.0,0.25,28
heuristic_maxsave,0.107178800040856,3,100.0,0.25,25
spreading_maxsave,0.2898393999785185,5,100.0,0.25,30
heuristic_maxsave,0.1321987999835983,5,100.0,0.25,33
spreading_maxsave,0.4880959000438452,7,100.0,0.25,32
heuristic_maxsave,0.1842546999687329,7,100.0,0.25,35
spreading_maxsave,0.4930033999262377,10,100.0,0.25,35
heuristic_maxsave,0.2470963000087067,10,100.0,0.25,37
spreading_maxsave,0.1410546000115573,1,100.0,0.25,14
heuristic_maxsave,0.0759204999776557,1,100.0,0.25,12
spreading_maxsave,0.1892628000350669,2,100.0,0.25,23
heuristic_maxsave,0.1077191999647766,2,100.0,0.25,20
spreading_maxsave,0.2321539000840857,3,100.0,0.25,30
heuristic_maxsave,0.1208864999935031,3,100.0,0.25,27
spreading_maxsave,0.4312486000126228,5,100.0,0.25,32
heuristic_maxsave,0.1565234999870881,5,100.0,0.25,35
spreading_maxsave,0.3763163000112399,7,100.0,0.25,34
heuristic_maxsave,0.1564905000850558,7,100.0,0.25,37
spreading_maxsave,0.4691919999895617,10,100.0,0.25,37
heuristic_maxsave,0.1500690999673679,10,100.0,0.25,38
spreading_maxsave,0.2429785999702289,1,100.0,0.25,7
heuristic_maxsave,0.0773383000632748,1,100.0,0.25,6
spreading_maxsave,0.1817410999210551,2,100.0,0.25,12
heuristic_maxsave,0.1114404000109061,2,100.0,0.25,11
spreading_maxsave,0.2830753999296576,3,100.0,0.25,13
heuristic_maxsave,0.1254340000450611,3,100.0,0.25,15
spreading_maxsave,0.3855023999931291,5,100.0,0.25,15
heuristic_maxsave,0.1588595000794157,5,100.0,0.25,17
spreading_maxsave,0.3583558000391349,7,100.0,0.25,17
heuristic_maxsave,0.1461626000236719,7,100.0,0.25,19
spreading_maxsave,0.5777560999849811,10,100.0,0.25,20
heuristic_maxsave,0.1633693999610841,10,100.0,0.25,20
spreading_maxsave,0.1634291999507695,1,100.0,0.25,6
heuristic_maxsave,0.0735480000730604,1,100.0,0.25,6
spreading_maxsave,0.1949934000149369,2,100.0,0.25,12
heuristic_maxsave,0.1024802000029012,2,100.0,0.25,11
spreading_maxsave,0.2738995000254363,3,100.0,0.25,14
heuristic_maxsave,0.2250084000406786,3,100.0,0.25,15
spreading_maxsave,0.3172151999315247,5,100.0,0.25,16
heuristic_maxsave,0.1414365000091493,5,100.0,0.25,17
spreading_maxsave,0.5728247000370175,7,100.0,0.25,17
heuristic_maxsave,0.2952461999375373,7,100.0,0.25,17
spreading_maxsave,0.4888878000201657,10,100.0,0.25,17
heuristic_maxsave,0.1576018000487238,10,100.0,0.25,17
spreading_maxsave,0.1526297000236809,1,100.0,0.25,5
heuristic_maxsave,0.0923142000101506,1,100.0,0.25,4
spreading_maxsave,0.2253193999640643,2,100.0,0.25,6
heuristic_maxsave,0.1177783999592065,2,100.0,0.25,6
spreading_maxsave,0.2416991000063717,3,100.0,0.25,7
heuristic_maxsave,0.1386034999741241,3,100.0,0.25,9
spreading_maxsave,0.2911367000779137,5,100.0,0.25,9
heuristic_maxsave,0.165097999968566,5,100.0,0.25,10
spreading_maxsave,0.4552727999398485,7,100.0,0.25,10
heuristic_maxsave,0.1731268999865278,7,100.0,0.25,10
spreading_maxsave,0.4825870998902246,10,100.0,0.25,10
heuristic_maxsave,0.1451621999731287,10,100.0,0.25,10
spreading_maxsave,0.1437121999915689,1,100.0,0.25,5
heuristic_maxsave,0.0821791000198572,1,100.0,0.25,5
spreading_maxsave,0.321030699997209,2,100.0,0.25,7
heuristic_maxsave,0.1071071999613195,2,100.0,0.25,9
spreading_maxsave,0.2613062999444082,3,100.0,0.25,8
heuristic_maxsave,0.1207245000405237,3,100.0,0.25,10
spreading_maxsave,0.3244391999905929,5,100.0,0.25,10
heuristic_maxsave,0.1372812999179586,5,100.0,0.25,10
spreading_maxsave,0.3880600000265986,7,100.0,0.25,10
heuristic_maxsave,0.1468707000603899,7,100.0,0.25,10
spreading_maxsave,0.53017829998862,10,100.0,0.25,10
heuristic_maxsave,0.140684200101532,10,100.0,0.25,10
spreading_maxsave,0.161701799952425,1,100.0,0.25,8
heuristic_maxsave,0.0901273998897522,1,100.0,0.25,6
spreading_maxsave,0.1826000000583008,2,100.0,0.25,13
heuristic_maxsave,0.1036212999606505,2,100.0,0.25,10
spreading_maxsave,0.265245100017637,3,100.0,0.25,13
heuristic_maxsave,0.1188949000788852,3,100.0,0.25,14
spreading_maxsave,0.4106167000718415,5,100.0,0.25,15
heuristic_maxsave,0.1615000999299809,5,100.0,0.25,15
spreading_maxsave,0.388479599962011,7,100.0,0.25,15
heuristic_maxsave,0.1583058999385684,7,100.0,0.25,15
spreading_maxsave,0.6948850000044331,10,100.0,0.25,15
heuristic_maxsave,0.158928700024262,10,100.0,0.25,15
spreading_maxsave,0.1502522999653592,1,100.0,0.5,11
heuristic_maxsave,0.1049406999954953,1,100.0,0.5,11
spreading_maxsave,0.3110954998992383,2,100.0,0.5,14
heuristic_maxsave,0.1070427000522613,2,100.0,0.5,15
spreading_maxsave,0.2029437000164762,3,100.0,0.5,15
heuristic_maxsave,0.1437649000436067,3,100.0,0.5,16
spreading_maxsave,0.3197160999989137,5,100.0,0.5,17
heuristic_maxsave,0.2239638998871669,5,100.0,0.5,18
spreading_maxsave,0.5317764999344945,7,100.0,0.5,19
heuristic_maxsave,0.2669964999658987,7,100.0,0.5,20
spreading_maxsave,0.486176099977456,10,100.0,0.5,22
heuristic_maxsave,0.4211213999660685,10,100.0,0.5,23
spreading_maxsave,0.1451378000201657,1,100.0,0.5,19
heuristic_maxsave,0.107636599917896,1,100.0,0.5,15
spreading_maxsave,0.22061079996638,2,100.0,0.5,26
heuristic_maxsave,0.1587907000211998,2,100.0,0.5,26
spreading_maxsave,0.2487017000094056,3,100.0,0.5,27
heuristic_maxsave,0.1198678999207913,3,100.0,0.5,29
spreading_maxsave,0.2721064999932423,5,100.0,0.5,29
heuristic_maxsave,0.1615003000479191,5,100.0,0.5,31
spreading_maxsave,0.3732905000215396,7,100.0,0.5,31
heuristic_maxsave,0.2013543000211939,7,100.0,0.5,33
spreading_maxsave,0.4902830000501126,10,100.0,0.5,34
heuristic_maxsave,0.4732751999981701,10,100.0,0.5,36
spreading_maxsave,0.1609798000426963,1,100.0,0.5,2
heuristic_maxsave,0.1300027000252157,1,100.0,0.5,2
spreading_maxsave,0.1910186000168323,2,100.0,0.5,3
heuristic_maxsave,0.1220445999642834,2,100.0,0.5,3
spreading_maxsave,0.2574137999908998,3,100.0,0.5,3
heuristic_maxsave,0.1244757999666035,3,100.0,0.5,3
spreading_maxsave,0.2859756000107154,5,100.0,0.5,3
heuristic_maxsave,0.2109712000237777,5,100.0,0.5,3
spreading_maxsave,0.5081959000090137,7,100.0,0.5,3
heuristic_maxsave,0.2011710000224411,7,100.0,0.5,3
spreading_maxsave,0.4178327999543398,10,100.0,0.5,3
heuristic_maxsave,0.3009634999325499,10,100.0,0.5,3
spreading_maxsave,0.1586224999045953,1,100.0,0.5,6
heuristic_maxsave,0.0869540000567212,1,100.0,0.5,6
spreading_maxsave,0.3539070000406354,2,100.0,0.5,7
heuristic_maxsave,0.1322318000020459,2,100.0,0.5,8
spreading_maxsave,0.2879232000559568,3,100.0,0.5,8
heuristic_maxsave,0.177907699951902,3,100.0,0.5,9
spreading_maxsave,0.3955536999274045,5,100.0,0.5,10
heuristic_maxsave,0.2776284000137821,5,100.0,0.5,11
spreading_maxsave,0.38083630008623,7,100.0,0.5,12
heuristic_maxsave,0.2538626999594271,7,100.0,0.5,13
spreading_maxsave,0.500715299975127,10,100.0,0.5,15
heuristic_maxsave,0.2825952999992296,10,100.0,0.5,16
spreading_maxsave,0.1569305999437347,1,100.0,0.5,12
heuristic_maxsave,0.0820513000944629,1,100.0,0.5,12
spreading_maxsave,0.2049713999731466,2,100.0,0.5,14
heuristic_maxsave,0.1230484000407159,2,100.0,0.5,14
spreading_maxsave,0.2211822000099346,3,100.0,0.5,15
heuristic_maxsave,0.2522994000464678,3,100.0,0.5,15
spreading_maxsave,0.3086553999455645,5,100.0,0.5,17
heuristic_maxsave,0.1610424999380484,5,100.0,0.5,17
spreading_maxsave,0.3518024000804871,7,100.0,0.5,19
heuristic_maxsave,0.3470260000322014,7,100.0,0.5,19
spreading_maxsave,0.4567758999764919,10,100.0,0.5,22
heuristic_maxsave,0.2919224000070244,10,100.0,0.5,22
spreading_maxsave,0.1578682999825105,1,100.0,0.5,11
heuristic_maxsave,0.0877876000013202,1,100.0,0.5,10
spreading_maxsave,0.2844669000478461,2,100.0,0.5,12
heuristic_maxsave,0.1007797999773174,2,100.0,0.5,13
spreading_maxsave,0.2172104999190196,3,100.0,0.5,13
heuristic_maxsave,0.1262392998905852,3,100.0,0.5,14
spreading_maxsave,0.2915477999486029,5,100.0,0.5,15
heuristic_maxsave,0.215998200001195,5,100.0,0.5,16
spreading_maxsave,0.3838573000393808,7,100.0,0.5,16
heuristic_maxsave,0.2271585999988019,7,100.0,0.5,16
spreading_maxsave,0.4999834999907762,10,100.0,0.5,16
heuristic_maxsave,0.3907733000814914,10,100.0,0.5,16
spreading_maxsave,0.145384700037539,1,100.0,0.5,8
heuristic_maxsave,0.0811801999807357,1,100.0,0.5,8
spreading_maxsave,0.2062316000228747,2,100.0,0.5,9
heuristic_maxsave,0.1442390999291092,2,100.0,0.5,10
spreading_maxsave,0.227084600017406,3,100.0,0.5,10
heuristic_maxsave,0.139448000001721,3,100.0,0.5,11
spreading_maxsave,0.2683825000422075,5,100.0,0.5,12
heuristic_maxsave,0.2398434999631717,5,100.0,0.5,13
spreading_maxsave,0.3836194999748841,7,100.0,0.5,14
heuristic_maxsave,0.205785600002855,7,100.0,0.5,14
spreading_maxsave,0.5036424999125302,10,100.0,0.5,14
heuristic_maxsave,0.3267556999344378,10,100.0,0.5,14
spreading_maxsave,0.1695571999298408,1,100.0,0.5,16
heuristic_maxsave,0.0865571999456733,1,100.0,0.5,14
spreading_maxsave,0.2155829999828711,2,100.0,0.5,20
heuristic_maxsave,0.1159897000761702,2,100.0,0.5,20
spreading_maxsave,0.2240219000959769,3,100.0,0.5,21
heuristic_maxsave,0.2412236999953165,3,100.0,0.5,21
spreading_maxsave,0.3045726000564173,5,100.0,0.5,23
heuristic_maxsave,0.1840974000515416,5,100.0,0.5,23
spreading_maxsave,0.4164490000111982,7,100.0,0.5,25
heuristic_maxsave,0.1927757000084966,7,100.0,0.5,25
spreading_maxsave,0.5599761999910697,10,100.0,0.5,28
heuristic_maxsave,0.2966672999318689,10,100.0,0.5,28
spreading_maxsave,0.145762600004673,1,100.0,0.5,13
heuristic_maxsave,0.1019210000522434,1,100.0,0.5,13
spreading_maxsave,0.185042499913834,2,100.0,0.5,15
heuristic_maxsave,0.1113286000909283,2,100.0,0.5,15
spreading_maxsave,0.3475456000305712,3,100.0,0.5,16
heuristic_maxsave,0.1626080999849364,3,100.0,0.5,16
spreading_maxsave,0.2640081999124959,5,100.0,0.5,18
heuristic_maxsave,0.2260536000831052,5,100.0,0.5,18
spreading_maxsave,0.3769926000386476,7,100.0,0.5,20
heuristic_maxsave,0.2398051000200212,7,100.0,0.5,20
spreading_maxsave,0.5043159999186173,10,100.0,0.5,23
heuristic_maxsave,0.4060057000024244,10,100.0,0.5,23
spreading_maxsave,0.1358144999248907,1,100.0,0.5,14
heuristic_maxsave,0.0794317000545561,1,100.0,0.5,11
spreading_maxsave,0.1865073000080883,2,100.0,0.5,18
heuristic_maxsave,0.1149532999843359,2,100.0,0.5,18
spreading_maxsave,0.216596300015226,3,100.0,0.5,19
heuristic_maxsave,0.1462292000651359,3,100.0,0.5,20
spreading_maxsave,0.4131730999797582,5,100.0,0.5,21
heuristic_maxsave,0.2043423000723123,5,100.0,0.5,22
spreading_maxsave,0.4310292999725789,7,100.0,0.5,23
heuristic_maxsave,0.2562253999058157,7,100.0,0.5,24
spreading_maxsave,0.6537804000545293,10,100.0,0.5,26
heuristic_maxsave,0.2749185999855399,10,100.0,0.5,27
spreading_maxsave,0.1455153001006692,1,100.0,0.8,10
heuristic_maxsave,0.1172301999758929,1,100.0,0.8,9
spreading_maxsave,0.1536943999817595,2,100.0,0.8,11
heuristic_maxsave,0.2114765000296756,2,100.0,0.8,11
spreading_maxsave,0.200041199917905,3,100.0,0.8,12
heuristic_maxsave,0.2057177999522537,3,100.0,0.8,12
spreading_maxsave,0.2748739999951795,5,100.0,0.8,14
heuristic_maxsave,0.2748465000186115,5,100.0,0.8,14
spreading_maxsave,0.4630257000681013,7,100.0,0.8,16
heuristic_maxsave,0.3144007000373676,7,100.0,0.8,16
spreading_maxsave,0.4681569000240415,10,100.0,0.8,19
heuristic_maxsave,0.5915076000383124,10,100.0,0.8,19
spreading_maxsave,0.1505023000063374,1,100.0,0.8,7
heuristic_maxsave,0.1012366000795736,1,100.0,0.8,6
spreading_maxsave,0.1731717999791726,2,100.0,0.8,8
heuristic_maxsave,0.1249135999241843,2,100.0,0.8,8
spreading_maxsave,0.2142402000026777,3,100.0,0.8,9
heuristic_maxsave,0.1637975999619811,3,100.0,0.8,9
spreading_maxsave,0.4073958999942988,5,100.0,0.8,11
heuristic_maxsave,0.2302975999191403,5,100.0,0.8,11
spreading_maxsave,0.4322566000046208,7,100.0,0.8,13
heuristic_maxsave,0.2742633000016212,7,100.0,0.8,13
spreading_maxsave,0.7139264999423176,10,100.0,0.8,16
heuristic_maxsave,0.4237180999480188,10,100.0,0.8,16
spreading_maxsave,0.1520741999847814,1,100.0,0.8,14
heuristic_maxsave,0.1108117999974638,1,100.0,0.8,13
spreading_maxsave,0.2296025999821722,2,100.0,0.8,15
heuristic_maxsave,0.1689410000108182,2,100.0,0.8,15
spreading_maxsave,0.3218675000825897,3,100.0,0.8,16
heuristic_maxsave,0.1609680000692606,3,100.0,0.8,16
spreading_maxsave,0.2880982999922707,5,100.0,0.8,18
heuristic_maxsave,0.2529449000721797,5,100.0,0.8,18
spreading_maxsave,0.3636868000030517,7,100.0,0.8,20
heuristic_maxsave,0.3343204000266269,7,100.0,0.8,20
spreading_maxsave,0.6371973999775946,10,100.0,0.8,23
heuristic_maxsave,0.4409669999731704,10,100.0,0.8,23
spreading_maxsave,0.1486621000804007,1,100.0,0.8,7
heuristic_maxsave,0.0947075000731274,1,100.0,0.8,7
spreading_maxsave,0.1760113999480381,2,100.0,0.8,8
heuristic_maxsave,0.2578951999312266,2,100.0,0.8,8
spreading_maxsave,0.2232834999449551,3,100.0,0.8,9
heuristic_maxsave,0.1644207000499591,3,100.0,0.8,9
spreading_maxsave,0.3195066000334918,5,100.0,0.8,11
heuristic_maxsave,0.2136309000197798,5,100.0,0.8,11
spreading_maxsave,0.4341447999468073,7,100.0,0.8,13
heuristic_maxsave,0.2957772000227123,7,100.0,0.8,13
spreading_maxsave,0.4801112000131979,10,100.0,0.8,16
heuristic_maxsave,0.4972972000250593,10,100.0,0.8,16
spreading_maxsave,0.166030399966985,1,100.0,0.8,5
heuristic_maxsave,0.0954363000346347,1,100.0,0.8,5
spreading_maxsave,0.2094996999949216,2,100.0,0.8,6
heuristic_maxsave,0.1221343000652268,2,100.0,0.8,6
spreading_maxsave,0.2098281000507995,3,100.0,0.8,7
heuristic_maxsave,0.1486864000326022,3,100.0,0.8,7
spreading_maxsave,0.3103693999582901,5,100.0,0.8,9
heuristic_maxsave,0.3507403000257909,5,100.0,0.8,9
spreading_maxsave,0.3466162000549957,7,100.0,0.8,11
heuristic_maxsave,0.2908738000551238,7,100.0,0.8,11
spreading_maxsave,0.5552665999857709,10,100.0,0.8,14
heuristic_maxsave,0.4257482000393793,10,100.0,0.8,14
spreading_maxsave,0.1466179999988526,1,100.0,0.8,5
heuristic_maxsave,0.100280899903737,1,100.0,0.8,5
spreading_maxsave,0.1702175000682473,2,100.0,0.8,6
heuristic_maxsave,0.1606246000155806,2,100.0,0.8,6
spreading_maxsave,0.3588490000693127,3,100.0,0.8,7
heuristic_maxsave,0.1951439999975264,3,100.0,0.8,7
spreading_maxsave,0.2813438000157475,5,100.0,0.8,9
heuristic_maxsave,0.2516176999779418,5,100.0,0.8,9
spreading_maxsave,0.3511180999921635,7,100.0,0.8,11
heuristic_maxsave,0.3908960999688133,7,100.0,0.8,11
spreading_maxsave,0.4259774000383913,10,100.0,0.8,14
heuristic_maxsave,0.4252587999217212,10,100.0,0.8,14
spreading_maxsave,0.1373381000012159,1,100.0,0.8,11
heuristic_maxsave,0.1085310999769717,1,100.0,0.8,10
spreading_maxsave,0.2204958000220358,2,100.0,0.8,12
