algorithm,runtime,graph_nodes,edge_probability,Budget,Budget_numeric
heuristic_minbudget,8.91664229996968,400,0.25,"(51, [(310, 1), (59, 1), (35, 1), (289, 1), (200, 1), (378, 1), (32, 1), (201, 1), (326, 1), (49, 1), (33, 1), (238, 1), (329, 1), (26, 1), (93, 1), (98, 1), (5, 1), (157, 1), (340, 1), (262, 1), (190, 1), (62, 1), (263, 1), (374, 1), (381, 1), (270, 1), (387, 1), (268, 1), (175, 1), (297, 1), (356, 1), (34, 1), (274, 1), (277, 1), (398, 1), (246, 1), (311, 1), (29, 1), (251, 1), (202, 1), (230, 1), (16, 1), (379, 1), (366, 1), (158, 1), (196, 1), (247, 1), (206, 1), (2, 1), (6, 1), (30, 1)])",51
spreading_minbudget,39.66492189996643,400,0.25,"(43, [(219, 1), (326, 1), (184, 1), (340, 1), (362, 1), (173, 1), (83, 1), (133, 1), (2, 1), (62, 1), (132, 1), (201, 1), (252, 1), (263, 1), (338, 1), (379, 1), (102, 1), (158, 1), (164, 1), (238, 1), (273, 1), (339, 1), (370, 1), (269, 1), (292, 1), (389, 1), (166, 1), (230, 1), (233, 1), (391, 1), (32, 1), (175, 1), (246, 1), (249, 1), (268, 1), (313, 1), (366, 1), (157, 1), (206, 1), (251, 1), (289, 1), (398, 1), (134, 1)])",43
heuristic_minbudget,7.247418800019659,400,0.25,"(40, [(389, 1), (326, 1), (289, 1), (173, 1), (339, 1), (157, 1), (292, 1), (263, 1), (164, 1), (102, 1), (238, 1), (273, 1), (340, 1), (252, 1), (370, 1), (62, 1), (134, 1), (133, 1), (175, 1), (268, 1), (166, 1), (230, 1), (201, 1), (251, 1), (32, 1), (158, 1), (249, 1), (233, 1), (313, 1), (398, 1), (206, 1), (132, 1), (246, 1), (269, 1), (338, 1), (366, 1), (379, 1), (391, 1), (83, 1), (2, 1)])",40
spreading_minbudget,25.739214900007937,400,0.25,"(32, [(321, 1), (279, 1), (153, 1), (123, 1), (163, 1), (1, 1), (78, 1), (83, 1), (196, 1), (201, 1), (209, 1), (222, 1), (252, 1), (263, 1), (277, 1), (34, 1), (273, 1), (352, 1), (59, 1), (361, 1), (166, 1), (98, 1), (246, 1), (382, 1), (157, 1), (223, 1), (251, 1), (329, 1), (160, 1), (398, 1), (317, 1), (387, 1)])",32
heuristic_minbudget,6.466193999978714,400,0.25,"(27, [(160, 1), (273, 1), (209, 1), (263, 1), (201, 1), (329, 1), (157, 1), (361, 1), (98, 1), (252, 1), (277, 1), (223, 1), (222, 1), (387, 1), (34, 1), (59, 1), (78, 1), (1, 1), (251, 1), (246, 1), (317, 1), (166, 1), (398, 1), (352, 1), (196, 1), (83, 1), (382, 1), (320, 2)])",27
spreading_minbudget,46.03968909999821,400,0.25,"(50, [(214, 1), (130, 1), (82, 1), (210, 1), (368, 1), (364, 1), (132, 1), (3, 1), (16, 1), (26, 1), (62, 1), (201, 1), (202, 1), (209, 1), (274, 1), (277, 1), (311, 1), (338, 1), (5, 1), (6, 1), (30, 1), (34, 1), (158, 1), (204, 1), (270, 1), (273, 1), (340, 1), (352, 1), (109, 1), (292, 1), (361, 1), (14, 1), (88, 1), (93, 1), (175, 1), (246, 1), (268, 1), (366, 1), (382, 1), (157, 1), (223, 1), (251, 1), (267, 1), (289, 1), (329, 1), (378, 1), (181, 1), (134, 1), (395, 1), (243, 1)])",50
heuristic_minbudget,7.518676300009247,400,0.25,"(45, [(204, 1), (5, 1), (361, 1), (175, 1), (274, 1), (243, 1), (158, 1), (14, 1), (378, 1), (292, 1), (109, 1), (209, 1), (273, 1), (289, 1), (329, 1), (93, 1), (340, 1), (3, 1), (157, 1), (368, 1), (26, 1), (88, 1), (223, 1), (277, 1), (62, 1), (395, 1), (34, 1), (270, 1), (134, 1), (246, 1), (268, 1), (251, 1), (311, 1), (201, 1), (16, 1), (267, 1), (132, 1), (202, 1), (352, 1), (382, 1), (366, 1), (181, 1), (338, 1), (30, 1), (6, 1)])",45
spreading_minbudget,47.0585018999991,400,0.5,"(77, [(303, 1), (27, 1), (111, 1), (9, 1), (2, 1), (41, 1), (43, 1), (44, 1), (54, 1), (79, 1), (84, 1), (94, 1), (102, 1), (125, 1), (143, 1), (147, 1), (156, 1), (160, 1), (166, 1), (167, 1), (196, 1), (208, 1), (214, 1), (215, 1), (221, 1), (226, 1), (234, 1), (243, 1), (246, 1), (265, 1), (276, 1), (280, 1), (295, 1), (308, 1), (312, 1), (313, 1), (315, 1), (327, 1), (332, 1), (342, 1), (345, 1), (356, 1), (358, 1), (360, 1), (362, 1), (368, 1), (15, 1), (60, 1), (72, 1), (90, 1), (136, 1), (149, 1), (162, 1), (169, 1), (170, 1), (175, 1), (183, 1), (194, 1), (197, 1), (250, 1), (267, 1), (322, 1), (373, 1), (382, 1), (107, 1), (203, 1), (273, 1), (348, 1), (365, 1), (10, 1), (153, 1), (165, 1), (205, 1), (337, 1), (106, 1), (301, 1), (290, 1)])",77
heuristic_minbudget,32.77416859997902,400,0.5,"(75, [(337, 1), (205, 1), (41, 1), (327, 1), (147, 1), (368, 1), (15, 1), (208, 1), (166, 1), (290, 1), (43, 1), (215, 1), (9, 1), (111, 1), (160, 1), (276, 1), (332, 1), (72, 1), (342, 1), (167, 1), (313, 1), (362, 1), (2, 1), (221, 1), (265, 1), (203, 1), (250, 1), (312, 1), (54, 1), (60, 1), (136, 1), (94, 1), (102, 1), (149, 1), (79, 1), (153, 1), (315, 1), (365, 1), (90, 1), (214, 1), (267, 1), (273, 1), (295, 1), (162, 1), (10, 1), (156, 1), (197, 1), (125, 1), (301, 1), (243, 1), (183, 1), (246, 1), (175, 1), (143, 1), (360, 1), (165, 1), (194, 1), (226, 1), (196, 1), (348, 1), (373, 1), (234, 1), (106, 1), (356, 1), (308, 1), (84, 1), (169, 1), (170, 1), (382, 1), (107, 1), (358, 1), (44, 1), (280, 1), (345, 1), (322, 1)])",75
spreading_minbudget,10.16802350000944,400,0.5,"(18, [(310, 1), (8, 1), (1, 1), (34, 1), (39, 1), (111, 1), (118, 1), (143, 1), (150, 1), (161, 1), (231, 1), (235, 1), (289, 1), (356, 1), (360, 1), (365, 1), (386, 1), (65, 1)])",18
heuristic_minbudget,17.31014029996004,400,0.5,"(17, [(39, 1), (386, 1), (360, 1), (161, 1), (111, 1), (34, 1), (118, 1), (8, 1), (65, 1), (289, 1), (365, 1), (143, 1), (235, 1), (1, 1), (150, 1), (356, 1), (231, 1)])",17
spreading_minbudget,16.773900599975605,400,0.5,"(24, [(82, 1), (44, 1), (37, 1), (43, 1), (54, 1), (56, 1), (62, 1), (120, 1), (156, 1), (196, 1), (300, 1), (60, 1), (122, 1), (136, 1), (175, 1), (187, 1), (267, 1), (274, 1), (322, 1), (331, 1), (389, 1), (203, 1), (238, 1), (301, 1)])",24
heuristic_minbudget,18.26959879999049,400,0.5,"(23, [(43, 1), (389, 1), (122, 1), (331, 1), (56, 1), (37, 1), (120, 1), (203, 1), (54, 1), (60, 1), (187, 1), (274, 1), (136, 1), (300, 1), (196, 1), (175, 1), (238, 1), (301, 1), (44, 1), (267, 1), (156, 1), (62, 1), (322, 1)])",23
spreading_minbudget,44.33890430000611,400,0.5,"(77, [(291, 1), (255, 1), (26, 1), (2, 1), (8, 1), (17, 1), (43, 1), (56, 1), (62, 1), (84, 1), (94, 1), (96, 1), (111, 1), (125, 1), (130, 1), (133, 1), (143, 1), (147, 1), (150, 1), (160, 1), (161, 1), (163, 1), (166, 1), (177, 1), (185, 1), (208, 1), (211, 1), (220, 1), (221, 1), (240, 1), (246, 1), (256, 1), (278, 1), (280, 1), (289, 1), (300, 1), (327, 1), (333, 1), (343, 1), (344, 1), (358, 1), (363, 1), (392, 1), (398, 1), (23, 1), (28, 1), (72, 1), (110, 1), (121, 1), (122, 1), (136, 1), (169, 1), (170, 1), (187, 1), (194, 1), (197, 1), (239, 1), (250, 1), (251, 1), (322, 1), (352, 1), (359, 1), (389, 1), (203, 1), (248, 1), (325, 1), (365, 1), (386, 1), (165, 1), (335, 1), (337, 1), (366, 1), (232, 1), (249, 1), (129, 1), (216, 1), (290, 1)])",77
heuristic_minbudget,32.60325509996619,400,0.5,"(76, [(28, 1), (163, 1), (150, 1), (147, 1), (337, 1), (256, 1), (386, 1), (130, 1), (122, 1), (208, 1), (43, 1), (290, 1), (327, 1), (177, 1), (161, 1), (185, 1), (352, 1), (166, 1), (56, 1), (398, 1), (221, 1), (278, 1), (72, 1), (343, 1), (160, 1), (110, 1), (111, 1), (26, 1), (187, 1), (2, 1), (250, 1), (333, 1), (300, 1), (136, 1), (291, 1), (203, 1), (220, 1), (365, 1), (194, 1), (249, 1), (389, 1), (8, 1), (289, 1), (359, 1), (197, 1), (94, 1), (240, 1), (125, 1), (280, 1), (133, 1), (211, 1), (363, 1), (129, 1), (392, 1), (17, 1), (366, 1), (96, 1), (239, 1), (335, 1), (216, 1), (248, 1), (246, 1), (121, 1), (344, 1), (84, 1), (322, 1), (62, 1), (23, 1), (169, 1), (251, 1), (143, 1), (232, 1), (165, 1), (325, 1), (170, 1), (358, 1)])",76
spreading_minbudget,48.89466109999921,400,0.5,"(82, [(386, 1), (258, 1), (73, 1), (1, 1), (2, 1), (61, 1), (62, 1), (75, 1), (84, 1), (103, 1), (120, 1), (125, 1), (130, 1), (133, 1), (137, 1), (143, 1), (150, 1), (156, 1), (166, 1), (172, 1), (208, 1), (212, 1), (214, 1), (220, 1), (226, 1), (231, 1), (246, 1), (256, 1), (261, 1), (265, 1), (272, 1), (278, 1), (280, 1), (289, 1), (295, 1), (312, 1), (327, 1), (333, 1), (344, 1), (368, 1), (374, 1), (392, 1), (398, 1), (7, 1), (15, 1), (23, 1), (72, 1), (90, 1), (112, 1), (121, 1), (122, 1), (169, 1), (170, 1), (175, 1), (187, 1), (201, 1), (239, 1), (251, 1), (274, 1), (321, 1), (322, 1), (331, 1), (351, 1), (352, 1), (359, 1), (373, 1), (238, 1), (242, 1), (248, 1), (273, 1), (288, 1), (304, 1), (325, 1), (365, 1), (165, 1), (335, 1), (106, 1), (232, 1), (249, 1), (285, 1), (301, 1), (129, 1)])",82
heuristic_minbudget,30.14915180002572,400,0.5,"(80, [(386, 1), (352, 1), (187, 1), (256, 1), (368, 1), (130, 1), (122, 1), (15, 1), (208, 1), (272, 1), (331, 1), (103, 1), (288, 1), (327, 1), (374, 1), (112, 1), (166, 1), (2, 1), (72, 1), (398, 1), (278, 1), (7, 1), (212, 1), (120, 1), (214, 1), (265, 1), (304, 1), (285, 1), (295, 1), (365, 1), (172, 1), (273, 1), (333, 1), (220, 1), (312, 1), (321, 1), (75, 1), (274, 1), (248, 1), (373, 1), (90, 1), (242, 1), (129, 1), (351, 1), (238, 1), (289, 1), (137, 1), (226, 1), (325, 1), (359, 1), (125, 1), (261, 1), (392, 1), (246, 1), (249, 1), (150, 1), (143, 1), (280, 1), (23, 1), (133, 1), (156, 1), (61, 1), (322, 1), (201, 1), (175, 1), (239, 1), (121, 1), (251, 1), (1, 1), (62, 1), (84, 1), (106, 1), (169, 1), (165, 1), (335, 1), (344, 1), (232, 1), (301, 1), (170, 1), (231, 1)])",80
spreading_minbudget,58.43133399996441,400,0.5,"(90, [(256, 1), (21, 1), (221, 1), (2, 1), (8, 1), (17, 1), (26, 1), (34, 1), (37, 1), (39, 1), (43, 1), (56, 1), (57, 1), (61, 1), (62, 1), (84, 1), (94, 1), (96, 1), (102, 1), (118, 1), (125, 1), (130, 1), (137, 1), (150, 1), (160, 1), (161, 1), (185, 1), (206, 1), (208, 1), (212, 1), (227, 1), (231, 1), (237, 1), (261, 1), (276, 1), (289, 1), (300, 1), (308, 1), (310, 1), (332, 1), (333, 1), (341, 1), (342, 1), (343, 1), (345, 1), (358, 1), (362, 1), (368, 1), (398, 1), (87, 1), (90, 1), (110, 1), (112, 1), (136, 1), (149, 1), (169, 1), (175, 1), (176, 1), (187, 1), (194, 1), (197, 1), (251, 1), (267, 1), (274, 1), (321, 1), (322, 1), (331, 1), (351, 1), (389, 1), (5, 1), (107, 1), (203, 1), (238, 1), (273, 1), (291, 1), (304, 1), (365, 1), (386, 1), (10, 1), (63, 1), (65, 1), (153, 1), (165, 1), (205, 1), (302, 1), (335, 1), (104, 1), (106, 1), (249, 1), (290, 1)])",90
heuristic_minbudget,34.537381700007245,400,0.5,"(90, [(256, 1), (368, 1), (398, 1), (237, 1), (386, 1), (130, 1), (21, 1), (208, 1), (43, 1), (331, 1), (310, 1), (362, 1), (34, 1), (118, 1), (332, 1), (342, 1), (39, 1), (112, 1), (161, 1), (176, 1), (63, 1), (343, 1), (291, 1), (56, 1), (160, 1), (276, 1), (37, 1), (221, 1), (87, 1), (203, 1), (290, 1), (304, 1), (333, 1), (2, 1), (185, 1), (110, 1), (300, 1), (187, 1), (274, 1), (5, 1), (205, 1), (351, 1), (90, 1), (102, 1), (153, 1), (212, 1), (273, 1), (8, 1), (104, 1), (289, 1), (365, 1), (26, 1), (137, 1), (194, 1), (389, 1), (65, 1), (136, 1), (175, 1), (267, 1), (321, 1), (96, 1), (169, 1), (94, 1), (149, 1), (197, 1), (17, 1), (261, 1), (62, 1), (107, 1), (125, 1), (150, 1), (335, 1), (238, 1), (341, 1), (106, 1), (206, 1), (10, 1), (61, 1), (249, 1), (308, 1), (84, 1), (251, 1), (57, 1), (227, 1), (302, 1), (358, 1), (322, 1), (345, 1), (231, 1), (165, 1)])",90
spreading_minbudget,9.77537469996605,400,0.5,"(16, [(124, 1), (84, 1), (75, 1), (130, 1), (143, 1), (160, 1), (215, 1), (221, 1), (278, 1), (310, 1), (169, 1), (250, 1), (251, 1), (331, 1), (89, 1), (285, 1)])",16
heuristic_minbudget,16.21281309996266,400,0.5,"(15, [(130, 1), (250, 1), (331, 1), (310, 1), (215, 1), (89, 1), (278, 1), (160, 1), (221, 1), (285, 1), (75, 1), (169, 1), (84, 1), (143, 1), (251, 1)])",15
spreading_minbudget,28.39316490001511,400,0.5,"(54, [(123, 1), (390, 1), (341, 1), (34, 1), (39, 1), (43, 1), (62, 1), (79, 1), (114, 1), (117, 1), (118, 1), (137, 1), (185, 1), (206, 1), (211, 1), (228, 1), (276, 1), (289, 1), (310, 1), (315, 1), (318, 1), (343, 1), (345, 1), (360, 1), (363, 1), (374, 1), (7, 1), (60, 1), (110, 1), (112, 1), (121, 1), (176, 1), (183, 1), (197, 1), (201, 1), (321, 1), (322, 1), (352, 1), (359, 1), (373, 1), (382, 1), (389, 1), (81, 1), (107, 1), (273, 1), (304, 1), (365, 1), (63, 1), (65, 1), (153, 1), (218, 1), (302, 1), (346, 1), (285, 1)])",54
heuristic_minbudget,25.59981859999243,400,0.5,"(53, [(390, 1), (117, 1), (185, 1), (153, 1), (310, 1), (352, 1), (43, 1), (112, 1), (39, 1), (374, 1), (114, 1), (7, 1), (118, 1), (63, 1), (343, 1), (34, 1), (176, 1), (276, 1), (60, 1), (65, 1), (273, 1), (81, 1), (289, 1), (285, 1), (304, 1), (365, 1), (389, 1), (363, 1), (110, 1), (373, 1), (201, 1), (321, 1), (315, 1), (228, 1), (79, 1), (107, 1), (137, 1), (197, 1), (359, 1), (360, 1), (183, 1), (211, 1), (302, 1), (121, 1), (62, 1), (346, 1), (318, 1), (206, 1), (382, 1), (322, 1), (218, 1), (345, 1), (341, 1)])",53
spreading_minbudget,28.927401099994317,400,0.5,"(40, [(310, 1), (303, 1), (2, 1), (8, 1), (17, 1), (34, 1), (58, 1), (84, 1), (96, 1), (102, 1), (123, 1), (133, 1), (147, 1), (156, 1), (172, 1), (177, 1), (196, 1), (208, 1), (212, 1), (227, 1), (234, 1), (235, 1), (272, 1), (295, 1), (332, 1), (333, 1), (360, 1), (28, 1), (90, 1), (112, 1), (121, 1), (176, 1), (187, 1), (197, 1), (201, 1), (267, 1), (352, 1), (288, 1), (386, 1), (232, 1)])",40
heuristic_minbudget,20.791427200019825,400,0.5,"(39, [(310, 1), (352, 1), (332, 1), (386, 1), (208, 1), (272, 1), (28, 1), (147, 1), (112, 1), (176, 1), (288, 1), (177, 1), (34, 1), (8, 1), (123, 1), (2, 1), (333, 1), (295, 1), (172, 1), (212, 1), (187, 1), (196, 1), (96, 1), (58, 1), (102, 1), (267, 1), (90, 1), (133, 1), (17, 1), (84, 1), (360, 1), (121, 1), (156, 1), (235, 1), (197, 1), (201, 1), (232, 1), (227, 1), (234, 1)])",39
spreading_minbudget,9.91246520000277,400,0.5,"(15, [(269, 1), (60, 1), (56, 1), (79, 1), (143, 1), (156, 1), (211, 1), (300, 1), (360, 1), (36, 1), (136, 1), (162, 1), (304, 1), (337, 1), (249, 1)])",15
heuristic_minbudget,16.847269300022162,400,0.5,"(14, [(337, 1), (156, 1), (136, 1), (56, 1), (36, 1), (300, 1), (304, 1), (162, 1), (60, 1), (79, 1), (249, 1), (211, 1), (143, 1), (360, 1)])",14
spreading_minbudget,75.80461469996953,400,0.8,"(133, [(27, 1), (2, 1), (4, 1), (8, 1), (9, 1), (10, 1), (15, 1), (18, 1), (19, 1), (24, 1), (28, 1), (29, 1), (30, 1), (36, 1), (40, 1), (42, 1), (43, 1), (47, 1), (49, 1), (61, 1), (64, 1), (65, 1), (69, 1), (70, 1), (73, 1), (79, 1), (81, 1), (82, 1), (83, 1), (88, 1), (102, 1), (103, 1), (104, 1), (112, 1), (113, 1), (116, 1), (117, 1), (118, 1), (124, 1), (126, 1), (127, 1), (128, 1), (130, 1), (131, 1), (134, 1), (136, 1), (142, 1), (148, 1), (154, 1), (163, 1), (166, 1), (168, 1), (172, 1), (173, 1), (174, 1), (176, 1), (179, 1), (180, 1), (182, 1), (204, 1), (215, 1), (232, 1), (233, 1), (243, 1), (247, 1), (249, 1), (250, 1), (251, 1), (256, 1), (260, 1), (262, 1), (265, 1), (267, 1), (268, 1), (269, 1), (274, 1), (275, 1), (276, 1), (277, 1), (278, 1), (282, 1), (283, 1), (287, 1), (290, 1), (291, 1), (298, 1), (301, 1), (302, 1), (306, 1), (309, 1), (316, 1), (321, 1), (326, 1), (331, 1), (349, 1), (352, 1), (356, 1), (359, 1), (362, 1), (365, 1), (375, 1), (379, 1), (384, 1), (386, 1), (389, 1), (390, 1), (391, 1), (392, 1), (21, 1), (31, 1), (46, 1), (71, 1), (85, 1), (99, 1), (105, 1), (120, 1), (125, 1), (145, 1), (210, 1), (217, 1), (263, 1), (279, 1), (284, 1), (304, 1), (311, 1), (319, 1), (324, 1), (327, 1), (344, 1), (358, 1), (122, 1), (23, 1), (108, 1)])",133
heuristic_minbudget,98.5255174000049,400,0.8,"(133, [(389, 1), (265, 1), (9, 1), (128, 1), (344, 1), (130, 1), (362, 1), (103, 1), (250, 1), (359, 1), (29, 1), (49, 1), (31, 1), (117, 1), (304, 1), (154, 1), (267, 1), (136, 1), (276, 1), (82, 1), (247, 1), (301, 1), (172, 1), (249, 1), (232, 1), (262, 1), (64, 1), (321, 1), (384, 1), (331, 1), (46, 1), (105, 1), (274, 1), (30, 1), (275, 1), (40, 1), (279, 1), (349, 1), (356, 1), (168, 1), (73, 1), (118, 1), (283, 1), (173, 1), (102, 1), (125, 1), (302, 1), (375, 1), (47, 1), (85, 1), (70, 1), (131, 1), (145, 1), (174, 1), (268, 1), (18, 1), (204, 1), (251, 1), (324, 1), (298, 1), (282, 1), (4, 1), (8, 1), (24, 1), (79, 1), (36, 1), (42, 1), (113, 1), (126, 1), (27, 1), (134, 1), (81, 1), (120, 1), (127, 1), (291, 1), (163, 1), (263, 1), (319, 1), (365, 1), (112, 1), (88, 1), (386, 1), (23, 1), (182, 1), (210, 1), (352, 1), (358, 1), (28, 1), (61, 1), (99, 1), (326, 1), (180, 1), (65, 1), (124, 1), (278, 1), (104, 1), (148, 1), (176, 1), (390, 1), (327, 1), (217, 1), (316, 1), (43, 1), (142, 1), (284, 1), (277, 1), (311, 1), (10, 1), (69, 1), (379, 1), (116, 1), (269, 1), (122, 1), (233, 1), (243, 1), (260, 1), (287, 1), (309, 1), (21, 1), (71, 1), (108, 1), (215, 1), (256, 1), (179, 1), (2, 1), (15, 1), (391, 1), (392, 1), (290, 1), (306, 1), (166, 1), (83, 1), (19, 1)])",133
spreading_minbudget,49.089813099999446,400,0.8,"(111, [(63, 1), (2, 1), (4, 1), (6, 1), (9, 1), (10, 1), (13, 1), (15, 1), (22, 1), (24, 1), (26, 1), (30, 1), (32, 1), (33, 1), (38, 1), (41, 1), (44, 1), (47, 1), (49, 1), (55, 1), (56, 1), (61, 1), (65, 1), (77, 1), (87, 1), (88, 1), (96, 1), (98, 1), (100, 1), (101, 1), (111, 1), (112, 1), (116, 1), (123, 1), (124, 1), (128, 1), (131, 1), (134, 1), (135, 1), (143, 1), (152, 1), (156, 1), (157, 1), (159, 1), (165, 1), (168, 1), (172, 1), (173, 1), (174, 1), (182, 1), (194, 1), (197, 1), (198, 1), (207, 1), (215, 1), (218, 1), (232, 1), (243, 1), (247, 1), (254, 1), (257, 1), (262, 1), (265, 1), (267, 1), (268, 1), (269, 1), (271, 1), (274, 1), (276, 1), (291, 1), (293, 1), (295, 1), (301, 1), (306, 1), (308, 1), (316, 1), (322, 1), (326, 1), (332, 1), (359, 1), (362, 1), (365, 1), (367, 1), (386, 1), (387, 1), (389, 1), (394, 1), (395, 1), (396, 1), (21, 1), (46, 1), (71, 1), (147, 1), (153, 1), (167, 1), (184, 1), (211, 1), (238, 1), (240, 1), (279, 1), (289, 1), (304, 1), (311, 1), (327, 1), (357, 1), (376, 1), (68, 1), (122, 1), (190, 1), (294, 1), (314, 1)])",111
heuristic_minbudget,121.78253540000878,400,0.8,"(110, [(111, 1), (9, 1), (68, 1), (362, 1), (128, 1), (240, 1), (295, 1), (194, 1), (190, 1), (359, 1), (197, 1), (49, 1), (98, 1), (304, 1), (267, 1), (22, 1), (38, 1), (87, 1), (33, 1), (238, 1), (172, 1), (271, 1), (247, 1), (165, 1), (276, 1), (322, 1), (46, 1), (289, 1), (262, 1), (301, 1), (198, 1), (30, 1), (232, 1), (135, 1), (218, 1), (268, 1), (44, 1), (123, 1), (211, 1), (143, 1), (332, 1), (6, 1), (65, 1), (116, 1), (308, 1), (56, 1), (389, 1), (167, 1), (274, 1), (55, 1), (326, 1), (147, 1), (47, 1), (131, 1), (41, 1), (184, 1), (77, 1), (100, 1), (279, 1), (124, 1), (112, 1), (173, 1), (387, 1), (291, 1), (311, 1), (293, 1), (395, 1), (394, 1), (152, 1), (156, 1), (4, 1), (157, 1), (265, 1), (168, 1), (174, 1), (101, 1), (182, 1), (314, 1), (357, 1), (88, 1), (269, 1), (159, 1), (96, 1), (122, 1), (386, 1), (2, 1), (376, 1), (254, 1), (367, 1), (24, 1), (365, 1), (153, 1), (294, 1), (10, 1), (13, 1), (71, 1), (257, 1), (15, 1), (215, 1), (61, 1), (306, 1), (396, 1), (316, 1), (26, 1), (243, 1), (32, 1), (134, 1), (207, 1), (327, 1), (21, 1)])",110
spreading_minbudget,75.95883729995694,400,0.8,"(128, [(268, 1), (1, 1), (2, 1), (5, 1), (7, 1), (10, 1), (20, 1), (25, 1), (26, 1), (29, 1), (30, 1), (32, 1), (36, 1), (38, 1), (41, 1), (43, 1), (49, 1), (51, 1), (61, 1), (62, 1), (64, 1), (69, 1), (72, 1), (94, 1), (97, 1), (98, 1), (101, 1), (102, 1), (106, 1), (113, 1), (117, 1), (124, 1), (126, 1), (127, 1), (129, 1), (130, 1), (134, 1), (137, 1), (138, 1), (142, 1), (155, 1), (159, 1), (161, 1), (163, 1), (168, 1), (176, 1), (179, 1), (180, 1), (182, 1), (186, 1), (197, 1), (198, 1), (202, 1), (204, 1), (215, 1), (224, 1), (228, 1), (233, 1), (234, 1), (237, 1), (239, 1), (243, 1), (249, 1), (250, 1), (262, 1), (266, 1), (274, 1), (277, 1), (282, 1), (292, 1), (295, 1), (300, 1), (302, 1), (305, 1), (306, 1), (308, 1), (309, 1), (322, 1), (328, 1), (332, 1), (336, 1), (340, 1), (341, 1), (345, 1), (347, 1), (349, 1), (350, 1), (351, 1), (352, 1), (356, 1), (359, 1), (367, 1), (379, 1), (386, 1), (392, 1), (31, 1), (67, 1), (71, 1), (95, 1), (99, 1), (125, 1), (153, 1), (181, 1), (184, 1), (188, 1), (201, 1), (211, 1), (235, 1), (240, 1), (241, 1), (246, 1), (284, 1), (285, 1), (289, 1), (318, 1), (319, 1), (344, 1), (354, 1), (399, 1), (57, 1), (68, 1), (122, 1), (190, 1), (191, 1), (192, 1), (216, 1), (294, 1), (108, 1)])",128
heuristic_minbudget,111.89565510000102,400,0.8,"(128, [(117, 1), (51, 1), (68, 1), (344, 1), (1, 1), (130, 1), (250, 1), (399, 1), (190, 1), (295, 1), (240, 1), (285, 1), (340, 1), (359, 1), (31, 1), (49, 1), (191, 1), (97, 1), (197, 1), (345, 1), (98, 1), (29, 1), (38, 1), (249, 1), (64, 1), (350, 1), (5, 1), (246, 1), (354, 1), (274, 1), (262, 1), (332, 1), (349, 1), (67, 1), (129, 1), (228, 1), (322, 1), (352, 1), (62, 1), (137, 1), (30, 1), (308, 1), (186, 1), (7, 1), (192, 1), (201, 1), (302, 1), (234, 1), (198, 1), (289, 1), (211, 1), (336, 1), (341, 1), (41, 1), (99, 1), (328, 1), (224, 1), (300, 1), (356, 1), (113, 1), (153, 1), (182, 1), (179, 1), (318, 1), (20, 1), (127, 1), (202, 1), (43, 1), (241, 1), (284, 1), (181, 1), (239, 1), (2, 1), (126, 1), (292, 1), (36, 1), (237, 1), (142, 1), (102, 1), (379, 1), (125, 1), (168, 1), (122, 1), (268, 1), (101, 1), (184, 1), (305, 1), (25, 1), (347, 1), (94, 1), (351, 1), (204, 1), (108, 1), (95, 1), (61, 1), (72, 1), (180, 1), (32, 1), (159, 1), (176, 1), (282, 1), (124, 1), (188, 1), (235, 1), (243, 1), (161, 1), (367, 1), (163, 1), (266, 1), (306, 1), (69, 1), (134, 1), (138, 1), (155, 1), (26, 1), (215, 1), (319, 1), (386, 1), (71, 1), (392, 1), (277, 1), (57, 1), (106, 1), (309, 1), (10, 1), (233, 1), (216, 1), (294, 1)])",128
spreading_minbudget,44.70269110001391,400,0.8,"(83, [(345, 1), (3, 1), (19, 1), (22, 1), (27, 1), (33, 1), (35, 1), (37, 1), (41, 1), (42, 1), (43, 1), (72, 1), (73, 1), (75, 1), (87, 1), (97, 1), (124, 1), (126, 1), (128, 1), (129, 1), (134, 1), (137, 1), (138, 1), (151, 1), (157, 1), (158, 1), (163, 1), (166, 1), (175, 1), (180, 1), (197, 1), (198, 1), (203, 1), (204, 1), (220, 1), (228, 1), (237, 1), (249, 1), (265, 1), (269, 1), (271, 1), (272, 1), (273, 1), (276, 1), (277, 1), (278, 1), (292, 1), (295, 1), (298, 1), (309, 1), (321, 1), (332, 1), (341, 1), (351, 1), (374, 1), (384, 1), (387, 1), (394, 1), (396, 1), (397, 1), (21, 1), (105, 1), (120, 1), (125, 1), (145, 1), (167, 1), (181, 1), (188, 1), (211, 1), (240, 1), (263, 1), (279, 1), (284, 1), (285, 1), (289, 1), (311, 1), (344, 1), (360, 1), (385, 1), (84, 1), (191, 1), (280, 1), (294, 1)])",83
